"Time","Status","Speed","Latitude","Longitude","Altitude","Heading","Place","Location","Temperature","Voltage","Commodity","CumHours","Odometer","IO1","IO2","IO3","IO4"
"2019-04-30 23:00:32","Moving",0,-18.2028666666667,26.0382833333333,0,000°N,"3488.4 km SE GPS Origin","  12.6 km S Bethesda(ZIM);","23","7","","","","","","",""
"2019-04-30 22:00:32","Moving",0,-18.2006333333333,26.0395166666667,0,000°N,"3488.3 km SE GPS Origin","  12.4 km S Bethesda(ZIM);","24","7","","","","","","",""
"2019-04-30 21:00:32","Moving",0,-18.1974333333333,26.0315,0,000°N,"3487.4 km SE GPS Origin","  11.8 km S Bethesda(ZIM);","26","7","","","","","","",""
"2019-04-30 20:01:04","Moving",0,-18.1856833333333,26.0088333333333,0,000°N,"3484.7 km SE GPS Origin","  9.8 km S Ndhlovu(ZIM);","29","7","","","","","","",""
"2019-04-30 19:00:32","Moving",0,-18.1819833333333,25.9976333333333,0,000°N,"3483.5 km SE GPS Origin","  8.9 km S Ndhlovu(ZIM);","33","7","","","","","","",""
"2019-04-30 18:00:32","Moving",0,-18.17835,25.9951666666667,0,000°N,"3483.1 km SE GPS Origin","  8.5 km S Ndhlovu(ZIM);","37","7","","","","","","",""
"2019-04-30 17:00:32","Moving",0,-18.1713166666667,25.9922166666667,0,000°N,"3482.4 km SE GPS Origin","  7.7 km S Ndhlovu(ZIM);","38","7","","","","","","",""
"2019-04-30 16:00:32","Moving",0,-18.1675833333333,25.9890333333333,0,000°N,"3481.9 km SE GPS Origin","  7.2 km S Ndhlovu(ZIM);","38","7","","","","","","",""
"2019-04-30 15:00:32","Moving",0,-18.1642333333333,25.9848833333333,0,000°N,"3481.3 km SE GPS Origin","  6.7 km S Ndhlovu(ZIM);","38","7","","","","","","",""
"2019-04-30 14:00:32","Moving",0,-18.15975,25.98055,0,000°N,"3480.7 km SE GPS Origin","  6.1 km S Ndhlovu(ZIM);","35","7","","","","","","",""
"2019-04-30 13:00:51","Moving",0,-18.1599666666667,25.9770666666667,0,000°N,"3480.4 km SE GPS Origin","  6.1 km S Ndhlovu(ZIM);","35","7","","","","","","",""
"2019-04-30 12:00:32","Moving",0,-18.1600166666667,25.9770666666667,0,000°N,"3480.4 km SE GPS Origin","  6.1 km S Ndhlovu(ZIM);","31","7","","","","","","",""
"2019-04-30 11:00:32","Moving",0,-18.1676666666667,25.9803833333333,0,000°N,"3481.1 km SE GPS Origin","  7 km S Ndhlovu(ZIM);","30","7","","","","","","",""
"2019-04-30 10:00:32","Moving",0,-18.1685166666667,25.9798166666667,0,000°N,"3481.1 km SE GPS Origin","  7.1 km S Ndhlovu(ZIM);","26","7","","","","","","",""
"2019-04-30 09:00:32","Moving",0,-18.1738333333333,25.9809666666667,0,000°N,"3481.5 km SE GPS Origin","  7.7 km S Ndhlovu(ZIM);","23","7","","","","","","",""
"2019-04-30 08:00:32","Moving",0,-18.1782666666667,25.9825666666667,0,000°N,"3481.9 km SE GPS Origin","  8.2 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-30 07:00:58","Moving",0,-18.1766333333333,25.98405,0,000°N,"3482 km SE GPS Origin","  8 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-30 06:00:32","Moving",0,-18.1764166666667,25.9871833333333,0,000°N,"3482.2 km SE GPS Origin","  8.1 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-30 05:00:32","Moving",0,-18.1769333333333,25.9898166666667,0,000°N,"3482.5 km SE GPS Origin","  8.2 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-30 04:00:32","Moving",0,-18.1793833333333,25.99235,0,000°N,"3482.9 km SE GPS Origin","  8.5 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-30 03:00:32","Moving",0,-18.1797166666667,25.9928666666667,0,000°N,"3482.9 km SE GPS Origin","  8.6 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-30 02:00:32","Moving",0,-18.18025,25.9933166666667,0,000°N,"3483 km SE GPS Origin","  8.6 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-30 01:00:32","Moving",0,-18.1805666666667,25.9952166666667,0,000°N,"3483.2 km SE GPS Origin","  8.7 km S Ndhlovu(ZIM);","22","7","","","","","","",""
"2019-04-30 00:00:32","Moving",0,-18.1812,26.0158666666667,0,000°N,"3485.1 km SE GPS Origin","  9.6 km SE Ndhlovu(ZIM);","23","7","","","","","","",""
"2019-04-29 23:00:32","Moving",0,-18.1939833333333,26.0300166666667,0,000°N,"3487.1 km SE GPS Origin","  11.4 km S Bethesda(ZIM);","24","7","","","","","","",""
"2019-04-29 22:00:32","Moving",0,-18.2006,26.0371,0,000°N,"3488.1 km SE GPS Origin","  12.3 km S Bethesda(ZIM);","25","7","","","","","","",""
"2019-04-29 21:00:32","Moving",0,-18.2029166666667,26.0360166666667,0,000°N,"3488.2 km SE GPS Origin","  12.5 km S Bethesda(ZIM);","27","7","","","","","","",""
"2019-04-29 20:00:32","Moving",0,-18.1951833333333,26.02845,0,000°N,"3487 km SE GPS Origin","  11.5 km S Bethesda(ZIM);","28","7","","","","","","",""
"2019-04-29 19:00:32","Moving",0,-18.18735,26.0085166666667,0,000°N,"3484.8 km SE GPS Origin","  9.9 km S Ndhlovu(ZIM);","31","7","","","","","","",""
"2019-04-29 18:00:32","Moving",0,-18.1836166666667,26.0037333333333,0,000°N,"3484.1 km SE GPS Origin","  9.3 km S Ndhlovu(ZIM);","35","7","","","","","","",""
"2019-04-29 17:00:32","Moving",0,-18.18,25.9970666666667,0,000°N,"3483.3 km SE GPS Origin","  8.7 km S Ndhlovu(ZIM);","39","7","","","","","","",""
"2019-04-29 16:00:32","Moving",0,-18.1753333333333,25.9957166666667,0,000°N,"3482.9 km SE GPS Origin","  8.2 km S Ndhlovu(ZIM);","38","7","","","","","","",""
"2019-04-29 15:00:32","Moving",0,-18.1669,25.99025,0,000°N,"3481.9 km SE GPS Origin","  7.1 km S Ndhlovu(ZIM);","37","7","","","","","","",""
"2019-04-29 14:00:32","Moving",0,-18.1643,25.9848,0,000°N,"3481.3 km SE GPS Origin","  6.7 km S Ndhlovu(ZIM);","39","7","","","","","","",""
"2019-04-29 13:00:32","Moving",0,-18.1629833333333,25.9835333333333,0,000°N,"3481.1 km SE GPS Origin","  6.5 km S Ndhlovu(ZIM);","34","7","","","","","","",""
"2019-04-29 12:00:32","Moving",0,-18.1613833333333,25.9856,0,000°N,"3481.2 km SE GPS Origin","  6.4 km S Ndhlovu(ZIM);","35","7","","","","","","",""
"2019-04-29 11:00:32","Moving",0,-18.1615666666667,25.9856166666667,0,000°N,"3481.2 km SE GPS Origin","  6.4 km S Ndhlovu(ZIM);","32","7","","","","","","",""
"2019-04-29 10:01:03","Moving",0,-18.1634166666667,25.99125,0,000°N,"3481.8 km SE GPS Origin","  6.8 km S Ndhlovu(ZIM);","28","7","","","","","","",""
"2019-04-29 09:00:32","Moving",0,-18.1720666666667,25.9886833333333,0,000°N,"3482.1 km SE GPS Origin","  7.6 km S Ndhlovu(ZIM);","25","7","","","","","","",""
"2019-04-29 08:00:32","Moving",0,-18.1803333333333,25.9899666666667,0,000°N,"3482.7 km SE GPS Origin","  8.6 km S Ndhlovu(ZIM);","22","7","","","","","","",""
"2019-04-29 07:00:32","Moving",0,-18.17965,25.9896666666667,0,000°N,"3482.7 km SE GPS Origin","  8.5 km S Ndhlovu(ZIM);","22","7","","","","","","",""
"2019-04-29 06:00:32","Moving",0,-18.1800166666667,25.99415,0,000°N,"3483.1 km SE GPS Origin","  8.6 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-29 05:00:33","Moving",0,-18.18095,25.9955833333333,0,000°N,"3483.3 km SE GPS Origin","  8.8 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-29 04:00:32","Moving",0,-18.1809666666667,25.9956,0,000°N,"3483.3 km SE GPS Origin","  8.8 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-04-29 03:00:32","Moving",0,-18.1810333333333,25.9958833333333,0,000°N,"3483.3 km SE GPS Origin","  8.8 km S Ndhlovu(ZIM);","22","7","","","","","","",""
"2019-04-29 02:00:32","Moving",0,-18.182,26.0034333333333,0,000°N,"3484 km SE GPS Origin","  9.2 km S Ndhlovu(ZIM);","23","7","","","","","","",""
"2019-04-29 01:00:32","Moving",0,-18.1858333333333,26.0111833333333,0,000°N,"3484.9 km SE GPS Origin","  9.9 km S Ndhlovu(ZIM);","23","7","","","","","","",""
"2019-04-29 00:00:32","Moving",0,-18.1908166666667,26.02315,0,000°N,"3486.3 km SE GPS Origin","  10.9 km S Bethesda(ZIM);","24","7","","","","","","",""
"2019-04-28 23:00:32","Moving",0,-18.2019333333333,26.0359833333333,0,000°N,"3488.1 km SE GPS Origin","  12.4 km S Bethesda(ZIM);","25","7","","","","","","",""
"2019-04-28 22:00:32","Moving",0,-18.2029666666667,26.03585,0,000°N,"3488.2 km SE GPS Origin","  12.5 km S Bethesda(ZIM);","27","7","","","","","","",""
"2019-04-28 21:00:32","Moving",0,-18.20005,26.0348666666667,0,000°N,"3487.9 km SE GPS Origin","  12.2 km S Bethesda(ZIM);","29","7","","","","","","",""
"2019-04-28 20:00:32","Moving",0,-18.1987666666667,26.0307166666667,0,000°N,"3487.5 km SE GPS Origin","  11.9 km S Bethesda(ZIM);","31","7","","","","","","",""
"2019-04-28 19:00:32","Moving",0,-18.19705,26.0158166666667,0,000°N,"3486 km SE GPS Origin","  11.2 km S Ndhlovu(ZIM);","34","7","","","","","","",""
"2019-04-28 18:00:33","Moving",0,-18.19315,26.0115333333333,0,000°N,"3485.4 km SE GPS Origin","  10.6 km S Ndhlovu(ZIM);","38","7","","","","","","",""
"2019-04-28 17:00:32","Moving",0,-18.18675,26.0069666666667,0,000°N,"3484.6 km SE GPS Origin","  9.8 km S Ndhlovu(ZIM);","39","7","","","","","","",""
"2019-04-28 16:00:32","Moving",0,-18.1839666666667,26.0041166666667,0,000°N,"3484.2 km SE GPS Origin","  9.4 km S Ndhlovu(ZIM);","41","7","","","","","","",""
"2019-04-28 15:00:32","Moving",0,-18.1824833333333,26.0028,0,000°N,"3484 km SE GPS Origin","  9.2 km S Ndhlovu(ZIM);","38","7","","","","","","",""
