"Time","Status","Speed","Latitude","Longitude","Altitude","Heading","Place","Location","Temperature","Voltage","Commodity","CumHours","Odometer","IO1","IO2","IO3","IO4"
"2019-05-31 23:00:32","Moving",0,-18.18465,26.0004333333333,0,000°N,"3483.9 km SE GPS Origin","  9.3 km S Ndhlovu(ZIM);","19","7","","","","","","",""
"2019-05-31 22:00:32","Moving",0,-18.1837166666667,26.0058666666667,0,000°N,"3484.3 km SE GPS Origin","  9.4 km S Ndhlovu(ZIM);","21","7","","","","","","",""
"2019-05-31 21:00:32","Moving",0,-18.1809,25.99025,0,000°N,"3482.8 km SE GPS Origin","  8.6 km S Ndhlovu(ZIM);","23","7","","","","","","",""
"2019-05-31 20:00:51","Moving",0,-18.17005,25.9829833333333,0,000°N,"3481.5 km SE GPS Origin","  7.3 km S Ndhlovu(ZIM);","26","7","","","","","","",""
"2019-05-31 19:00:32","Moving",0,-18.1687833333333,25.9655833333333,0,000°N,"3479.9 km SE GPS Origin","  7.1 km S Ndhlovu(ZIM);","30","7","","","","","","",""
"2019-05-31 18:00:32","Moving",0,-18.1675666666667,25.9543333333333,0,000°N,"3478.8 km SE GPS Origin","  7.2 km S Ndhlovu(ZIM);","34","7","","","","","","",""
"2019-05-31 17:00:32","Moving",0,-18.1672333333333,25.9469666666667,0,000°N,"3478.1 km SE GPS Origin","  7.4 km S Ndhlovu(ZIM);","37","7","","","","","","",""
"2019-05-31 16:00:32","Moving",0,-18.1722833333333,25.9409833333333,0,000°N,"3477.9 km SE GPS Origin","  8.1 km S Ndhlovu(ZIM);","37","7","","","","","","",""
"2019-05-31 15:00:32","Moving",0,-18.17225,25.9405666666667,0,000°N,"3477.8 km SE GPS Origin","  8.1 km S Ndhlovu(ZIM);","37","7","","","","","","",""
"2019-05-31 13:59:46","Moving",0,-18.1714833333333,25.9406666666667,0,000°N,"3477.8 km SE GPS Origin","  8.1 km S Ndhlovu(ZIM);","35","7","","","","","","",""
"2019-05-31 13:00:32","Moving",0,-18.1693666666667,25.9383,0,000°N,"3477.5 km SE GPS Origin","  8 km S Ndhlovu(ZIM);","31","7","","","","","","",""
"2019-05-31 12:00:32","Moving",0,-18.1698,25.9376,0,000°N,"3477.4 km SE GPS Origin","  8 km S Ndhlovu(ZIM);","30","7","","","","","","",""
"2019-05-31 11:00:32","Moving",0,-18.1704333333333,25.9368,0,000°N,"3477.4 km SE GPS Origin","  8.1 km S Ndhlovu(ZIM);","27","7","","","","","","",""
"2019-05-31 10:00:32","Moving",0,-18.17135,25.9362833333333,0,000°N,"3477.4 km SE GPS Origin","  8.2 km S Ndhlovu(ZIM);","23","7","","","","","","",""
"2019-05-31 09:00:32","Moving",0,-18.175,25.93475,0,000°N,"3477.5 km SE GPS Origin","  8.7 km S Ndhlovu(ZIM);","17","7","","","","","","",""
"2019-05-31 08:00:32","Moving",0,-18.17595,25.9342833333333,0,000°N,"3477.5 km SE GPS Origin","  8.8 km S Ndhlovu(ZIM);","16","7","","","","","","",""
"2019-05-31 07:00:56","Moving",0,-18.1871,25.9307,0,000°N,"3477.8 km SE GPS Origin","  9.7 km SE Jeremiah(ZIM);","17","7","","","","","","",""
"2019-05-31 06:00:33","Moving",0,-18.2005333333333,25.9217166666667,0,000°N,"3477.8 km SE GPS Origin","  10.6 km S Jeremiah(ZIM);","17","7","","","","","","",""
"2019-05-31 05:00:32","Moving",0,-18.2031166666667,25.91955,0,000°N,"3477.8 km SE GPS Origin","  10.8 km S Jeremiah(ZIM);","15","7","","","","","","",""
"2019-05-31 04:01:04","Moving",0,-18.2061833333333,25.9171333333333,0,000°N,"3477.8 km SE GPS Origin","  11 km S Jeremiah(ZIM);","14","7","","","","","","",""
"2019-05-31 03:00:32","Moving",0,-18.2184166666667,25.90185,0,000°N,"3477.1 km SE GPS Origin","  12 km S Jeremiah(ZIM);","16","7","","","","","","",""
"2019-05-31 02:00:32","Moving",0,-18.2389833333333,25.9094333333333,0,000°N,"3479 km SE GPS Origin","  14.3 km S Jeremiah(ZIM);","17","7","","","","","","",""
"2019-05-31 01:00:32","Moving",0,-18.25035,25.91015,0,000°N,"3479.8 km SE GPS Origin","  15.6 km S Jeremiah(ZIM);","18","7","","","","","","",""
"2019-05-31 00:00:32","Moving",0,-18.2563166666667,25.91275,0,000°N,"3480.4 km SE GPS Origin","  16.3 km S Jeremiah(ZIM);","19","7","","","","","","",""
"2019-05-30 23:00:32","Moving",0,-18.2573833333333,25.9163333333333,0,000°N,"3480.7 km SE GPS Origin","  16.5 km S Jeremiah(ZIM);","20","7","","","","","","",""
"2019-05-30 22:00:32","Moving",0,-18.2570166666667,25.9152833333333,0,000°N,"3480.6 km SE GPS Origin","  16.4 km S Jeremiah(ZIM);","22","7","","","","","","",""
"2019-05-30 21:00:32","Moving",0,-18.2580833333333,25.9145833333333,0,000°N,"3480.6 km SE GPS Origin","  16.5 km S Jeremiah(ZIM);","24","7","","","","","","",""
"2019-05-30 20:00:32","Moving",0,-18.2655833333333,25.9058333333333,0,000°N,"3480.3 km SE GPS Origin","  17.2 km S Jeremiah(ZIM);","27","7","","","","","","",""
"2019-05-30 19:00:32","Moving",0,-18.27415,25.90495,0,000°N,"3480.7 km SE GPS Origin","  18.1 km S Jeremiah(ZIM);","31","7","","","","","","",""
"2019-05-30 18:00:32","Moving",0,-18.2763333333333,25.9089666666667,0,000°N,"3481.2 km SE GPS Origin","  18.4 km S Jeremiah(ZIM);","35","7","","","","","","",""
"2019-05-30 17:00:32","Moving",0,-18.2726333333333,25.9100333333333,0,000°N,"3481.1 km SE GPS Origin","  18 km S Jeremiah(ZIM);","36","7","","","","","","",""
"2019-05-30 16:00:32","Moving",0,-18.2725833333333,25.9123666666667,0,000°N,"3481.3 km SE GPS Origin","  18.1 km S Jeremiah(ZIM);","38","7","","","","","","",""
"2019-05-30 15:00:32","Moving",0,-18.2756833333333,25.9152,0,000°N,"3481.7 km SE GPS Origin","  18.4 km S Jeremiah(ZIM);","37","7","","","","","","",""
"2019-05-30 14:00:32","Moving",0,-18.2722,25.9178,0,000°N,"3481.8 km SE GPS Origin","  18.1 km S Jeremiah(ZIM);","34","7","","","","","","",""
"2019-05-30 13:00:32","Moving",0,-18.2724666666667,25.9187833333333,0,000°N,"3481.9 km SE GPS Origin","  18.2 km S Jeremiah(ZIM);","34","7","","","","","","",""
"2019-05-30 12:00:32","Moving",0,-18.2724166666667,25.9187166666667,0,000°N,"3481.8 km SE GPS Origin","  18.2 km S Jeremiah(ZIM);","32","7","","","","","","",""
"2019-05-30 11:00:32","Moving",0,-18.2743666666667,25.9220833333333,0,000°N,"3482.3 km SE GPS Origin","  18.4 km S Jeremiah(ZIM);","29","7","","","","","","",""
"2019-05-30 10:00:32","Moving",0,-18.2743166666667,25.9226333333333,0,000°N,"3482.3 km SE GPS Origin","  18.4 km S Jeremiah(ZIM);","25","7","","","","","","",""
"2019-05-30 09:00:32","Moving",0,-18.2754,25.92395,0,000°N,"3482.5 km SE GPS Origin","  18.6 km S Jeremiah(ZIM);","16","7","","","","","","",""
"2019-05-30 08:00:32","Moving",0,-18.2739666666667,25.9308333333333,0,000°N,"3483 km SE GPS Origin","  18.6 km S Jeremiah(ZIM);","14","7","","","","","","",""
"2019-05-30 07:00:32","Moving",0,-18.2713166666667,25.9308833333333,0,000°N,"3482.9 km SE GPS Origin","  18.3 km S Jeremiah(ZIM);","15","7","","","","","","",""
"2019-05-30 06:00:32","Moving",0,-18.2714166666667,25.9302333333333,0,000°N,"3482.8 km SE GPS Origin","  18.3 km S Jeremiah(ZIM);","15","7","","","","","","",""
"2019-05-30 05:00:32","Moving",0,-18.2713666666667,25.9276833333333,0,000°N,"3482.6 km SE GPS Origin","  18.3 km S Jeremiah(ZIM);","16","7","","","","","","",""
"2019-05-30 04:00:32","Moving",0,-18.2674333333333,25.9235166666667,0,000°N,"3482 km SE GPS Origin","  17.7 km S Jeremiah(ZIM);","17","7","","","","","","",""
"2019-05-30 03:00:33","Moving",0,-18.2674833333333,25.92355,0,000°N,"3482 km SE GPS Origin","  17.7 km S Jeremiah(ZIM);","17","7","","","","","","",""
"2019-05-30 02:00:32","Moving",0,-18.2671166666667,25.9231,0,000°N,"3481.9 km SE GPS Origin","  17.7 km S Jeremiah(ZIM);","18","7","","","","","","",""
"2019-05-30 01:00:32","Moving",0,-18.2678833333333,25.9227166666667,0,000°N,"3481.9 km SE GPS Origin","  17.8 km S Jeremiah(ZIM);","18","7","","","","","","",""
"2019-05-30 00:00:32","Moving",0,-18.2698166666667,25.9222333333333,0,000°N,"3482 km SE GPS Origin","  18 km S Jeremiah(ZIM);","19","7","","","","","","",""
"2019-05-29 23:00:32","Moving",0,-18.2708666666667,25.9227166666667,0,000°N,"3482.1 km SE GPS Origin","  18.1 km S Jeremiah(ZIM);","21","7","","","","","","",""
"2019-05-29 22:00:32","Moving",0,-18.27085,25.91785,0,000°N,"3481.7 km SE GPS Origin","  18 km S Jeremiah(ZIM);","23","7","","","","","","",""
"2019-05-29 21:00:32","Moving",0,-18.27105,25.9161,0,000°N,"3481.5 km SE GPS Origin","  18 km S Jeremiah(ZIM);","25","7","","","","","","",""
"2019-05-29 20:00:32","Moving",0,-18.2706166666667,25.915,0,000°N,"3481.4 km SE GPS Origin","  17.9 km S Jeremiah(ZIM);","27","7","","","","","","",""
"2019-05-29 19:00:32","Moving",0,-18.2711166666667,25.91575,0,000°N,"3481.5 km SE GPS Origin","  18 km S Jeremiah(ZIM);","31","7","","","","","","",""
"2019-05-29 18:00:32","Moving",0,-18.2733666666667,25.9134333333333,0,000°N,"3481.4 km SE GPS Origin","  18.2 km S Jeremiah(ZIM);","35","7","","","","","","",""
"2019-05-29 17:00:32","Moving",0,-18.2913833333333,25.92015,0,000°N,"3483.1 km SE GPS Origin","  20.2 km S Jeremiah(ZIM);","37","7","","","","","","",""
"2019-05-29 16:00:32","Moving",0,-18.2918833333333,25.9186333333333,0,000°N,"3483 km SE GPS Origin","  20.3 km S Jeremiah(ZIM);","37","7","","","","","","",""
"2019-05-29 15:00:32","Moving",0,-18.2923,25.9161666666667,0,000°N,"3482.8 km SE GPS Origin","  20.3 km S Jeremiah(ZIM);","36","7","","","","","","",""
"2019-05-29 14:00:32","Moving",0,-18.2932833333333,25.9157666666667,0,000°N,"3482.8 km SE GPS Origin","  20.4 km S Jeremiah(ZIM);","37","7","","","","","","",""
"2019-05-29 13:00:32","Moving",0,-18.29415,25.9166,0,000°N,"3483 km SE GPS Origin","  20.5 km S Jeremiah(ZIM);","35","7","","","","","","",""
"2019-05-29 12:00:57","Moving",0,-18.2912666666667,25.9169833333333,0,000°N,"3482.8 km SE GPS Origin","  20.2 km S Jeremiah(ZIM);","31","7","","","","","","",""
"2019-05-29 11:00:32","Moving",0,-18.2918666666667,25.9173166666667,0,000°N,"3482.9 km SE GPS Origin","  20.2 km S Jeremiah(ZIM);","30","7","","","","","","",""
"2019-05-29 10:00:32","Moving",0,-18.29255,25.9167833333333,0,000°N,"3482.9 km SE GPS Origin","  20.3 km S Jeremiah(ZIM);","23","7","","","","","","",""
"2019-05-29 09:00:32","Moving",0,-18.29275,25.9161666666667,0,000°N,"3482.8 km SE GPS Origin","  20.3 km S Jeremiah(ZIM);","18","7","","","","","","",""
"2019-05-29 08:00:32","Moving",0,-18.2918,25.91145,0,000°N,"3482.4 km SE GPS Origin","  20.1 km S Jeremiah(ZIM);","15","7","","","","","","",""
"2019-05-29 07:00:32","Moving",0,-18.2922,25.91455,0,000°N,"3482.7 km SE GPS Origin","  20.2 km S Jeremiah(ZIM);","15","7","","","","","","",""
"2019-05-29 06:00:32","Moving",0,-18.2924666666667,25.912,0,000°N,"3482.4 km SE GPS Origin","  20.2 km S Jeremiah(ZIM);","16","7","","","","","","",""
"2019-05-29 05:00:32","Moving",0,-18.2952333333333,25.9122666666667,0,000°N,"3482.6 km SE GPS Origin","  20.5 km S Jeremiah(ZIM);","16","7","","","","","","",""
"2019-05-29 04:01:04","Moving",0,-18.2955,25.9121666666667,0,000°N,"3482.6 km SE GPS Origin","  20.6 km S Jeremiah(ZIM);","16","7","","","","","","",""
"2019-05-29 03:00:32","Moving",0,-18.2955333333333,25.9121166666667,0,000°N,"3482.6 km SE GPS Origin","  20.6 km S Jeremiah(ZIM);","17","7","","","","","","",""
"2019-05-29 02:00:33","Moving",0,-18.2955,25.9121,0,000°N,"3482.6 km SE GPS Origin","  20.6 km S Jeremiah(ZIM);","16","7","","","","","","",""
"2019-05-29 01:00:32","Moving",0,-18.2966166666667,25.9090333333333,0,000°N,"3482.4 km SE GPS Origin","  20.6 km S Jeremiah(ZIM);","17","7","","","","","","",""
"2019-05-29 00:00:32","Moving",0,-18.3003333333333,25.9070833333333,0,000°N,"3482.5 km SE GPS Origin","  21 km S Jeremiah(ZIM);","18","7","","","","","","",""
"2019-05-28 23:00:32","Moving",0,-18.3008333333333,25.9059166666667,0,000°N,"3482.4 km SE GPS Origin","  21.1 km S Jeremiah(ZIM);","20","7","","","","","","",""
"2019-05-28 22:00:32","Moving",0,-18.29685,25.9058166666667,0,000°N,"3482.2 km SE GPS Origin","  20.6 km S Jeremiah(ZIM);","22","7","","","","","","",""
"2019-05-28 21:00:32","Moving",0,-18.2901166666667,25.9016,0,000°N,"3481.4 km SE GPS Origin","  19.8 km S Jeremiah(ZIM);","24","7","","","","","","",""
"2019-05-28 20:00:32","Moving",0,-18.28855,25.8950666666667,0,000°N,"3480.7 km SE GPS Origin","  19.6 km S Jeremiah(ZIM);","28","7","","","","","","",""
"2019-05-28 19:00:32","Moving",0,-18.2867166666667,25.8922333333333,0,000°N,"3480.3 km SE GPS Origin","  19.4 km S Jeremiah(ZIM);","32","7","","","","","","",""
"2019-05-28 18:00:32","Moving",0,-18.2846666666667,25.8876166666667,0,000°N,"3479.8 km SE GPS Origin","  19.2 km S Jeremiah(ZIM);","38","7","","","","","","",""
"2019-05-28 17:00:32","Moving",0,-18.27275,25.8776,0,000°N,"3478.2 km SE GPS Origin","  17.8 km S Jeremiah(ZIM);","40","7","","","","","","",""
"2019-05-28 16:00:32","Moving",0,-18.2635166666667,25.87195,0,000°N,"3477.2 km SE GPS Origin","  16.9 km S Jeremiah(ZIM);","37","7","","","","","","",""
"2019-05-28 15:00:32","Moving",0,-18.2652833333333,25.8705666666667,0,000°N,"3477.1 km SE GPS Origin","  17.1 km S Jeremiah(ZIM);","35","7","","","","","","",""
"2019-05-28 14:00:32","Moving",0,-18.2696166666667,25.8708166666667,0,000°N,"3477.4 km SE GPS Origin","  17.5 km S Jeremiah(ZIM);","36","7","","","","","","",""
