STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/11/2019,,63,76,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/12/2019,,65,79,48
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/13/2019,,67,79,52
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/14/2019,,65,79,52
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/15/2019,,64,,50
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/16/2019,,63,,49
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/17/2019,,64,79,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/18/2019,,62,,45
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/19/2019,,57,,45
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/20/2019,,61,,44
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/21/2019,,59,,52
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/22/2019,,58,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/23/2019,,62,75,43
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/24/2019,,58,71,40
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/25/2019,,63,,49
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/26/2019,,68,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/27/2019,,72,83,55
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/28/2019,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/29/2019,,72,84,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/30/2019,,70,85,52
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,8/31/2019,,71,87,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/1/2019,,69,86,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/2/2019,,66,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/3/2019,,67,,48
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/4/2019,,63,81,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/5/2019,,67,83,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/6/2019,,61,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/7/2019,,58,,50
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/8/2019,,56,,42
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/9/2019,,62,,40
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/10/2019,,65,79,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/11/2019,,69,83,46
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/12/2019,,68,,50
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/13/2019,,75,,56
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/14/2019,,76,87,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/15/2019,,71,,53
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/16/2019,,70,84,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/17/2019,,68,85,51
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/18/2019,,69,85,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/19/2019,,70,87,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/20/2019,,72,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/21/2019,,66,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/22/2019,,73,86,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/23/2019,,74,88,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/24/2019,,72,,59
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/25/2019,,56,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/26/2019,,54,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/27/2019,,56,,43
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/28/2019,,64,80,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/29/2019,,70,85,45
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,9/30/2019,,72,88,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/1/2019,,77,89,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/2/2019,0,64,,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/3/2019,,64,,53
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/4/2019,,70,82,56
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/5/2019,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/6/2019,,66,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/7/2019,,76,,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/8/2019,,78,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/9/2019,,76,89,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/10/2019,0.01,75,87,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/11/2019,0,71,82,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/12/2019,0.08,71,,53
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/13/2019,0,75,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/14/2019,,73,86,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/15/2019,,67,,52
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/16/2019,,67,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/17/2019,,72,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/18/2019,,70,,49
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/19/2019,,75,89,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/20/2019,,75,90,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/21/2019,,80,94,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/22/2019,,80,94,66
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/23/2019,,79,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/24/2019,,83,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/25/2019,,79,,66
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/26/2019,,85,,68
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/27/2019,,82,93,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/28/2019,,84,96,68
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/29/2019,,84,,66
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/30/2019,,76,92,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,10/31/2019,,74,90,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/1/2019,,75,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/2/2019,,70,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/3/2019,,79,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/4/2019,,77,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/5/2019,,71,,51
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/6/2019,,77,87,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/7/2019,,77,,65
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/8/2019,,80,,68
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/9/2019,,77,89,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/10/2019,0.12,72,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/11/2019,0,76,87,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/12/2019,,74,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/13/2019,0,73,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/14/2019,,69,84,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/15/2019,,73,88,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/16/2019,0.91,75,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/17/2019,0,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/18/2019,,74,,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/19/2019,,72,85,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/20/2019,0,73,83,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/21/2019,,74,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/22/2019,,81,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/23/2019,,73,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/24/2019,,70,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/25/2019,,75,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/26/2019,,76,,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/29/2019,,77,85,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,11/30/2019,,75,86,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/1/2019,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/2/2019,,75,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/3/2019,,81,,66
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/4/2019,,77,,66
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/5/2019,,68,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/6/2019,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/7/2019,,77,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/8/2019,,76,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/9/2019,,70,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/10/2019,,66,76,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/11/2019,,67,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/12/2019,0.03,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/13/2019,0,73,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/14/2019,0,71,,59
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/15/2019,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/16/2019,,74,,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/17/2019,,71,81,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/18/2019,,66,,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/19/2019,,75,88,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/20/2019,,78,89,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/21/2019,,76,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/22/2019,,73,85,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/23/2019,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/24/2019,,79,88,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/25/2019,,75,90,65
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/26/2019,,81,,66
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/27/2019,,78,88,66
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/28/2019,,76,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/29/2019,,73,,64
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/30/2019,,76,90,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,12/31/2019,,76,92,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/1/2020,,77,,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/2/2020,,75,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/3/2020,,80,91,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/4/2020,,75,,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/5/2020,,80,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/6/2020,,77,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/7/2020,,76,85,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/8/2020,0,74,,64
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/9/2020,,75,,64
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/10/2020,,74,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/11/2020,,69,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/12/2020,,67,80,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/13/2020,,69,,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/14/2020,,70,,64
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/15/2020,,70,,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/16/2020,,68,77,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/17/2020,,71,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/18/2020,,73,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/19/2020,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/20/2020,,70,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/21/2020,,62,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/22/2020,,69,81,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/23/2020,,70,,55
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/24/2020,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/25/2020,,74,82,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/26/2020,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/27/2020,,76,89,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/28/2020,,70,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/29/2020,,72,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/30/2020,,68,78,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,1/31/2020,,68,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/1/2020,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/2/2020,,64,,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/3/2020,,73,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/4/2020,,74,,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/5/2020,,73,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/6/2020,,70,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/7/2020,,73,83,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/8/2020,,70,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/9/2020,,71,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/10/2020,,73,,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/11/2020,,66,71,64
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/13/2020,,68,76,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/14/2020,,69,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/15/2020,,68,,64
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/16/2020,,69,82,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/17/2020,,70,,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/18/2020,,68,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/20/2020,,76,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/21/2020,,74,86,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/22/2020,,74,,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/23/2020,,75,,67
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/24/2020,,63,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/25/2020,,65,72,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/26/2020,,68,80,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/27/2020,,66,,56
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/28/2020,,72,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,2/29/2020,,69,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/1/2020,,65,76,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/2/2020,,68,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/3/2020,,62,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/4/2020,,66,,59
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/5/2020,,65,,59
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/6/2020,0,66,76,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/7/2020,,62,74,52
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/8/2020,,65,,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/9/2020,,75,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/10/2020,,71,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/11/2020,,72,85,61
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/12/2020,,71,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/13/2020,,74,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/14/2020,,74,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/15/2020,,75,85,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/16/2020,,71,85,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/17/2020,,64,74,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/18/2020,,66,,56
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/19/2020,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/20/2020,,68,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/21/2020,,69,82,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/22/2020,,71,84,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/23/2020,,71,86,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/24/2020,,76,,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/25/2020,,75,,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/26/2020,,74,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/27/2020,,69,81,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/28/2020,,69,82,56
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,3/29/2020,,67,,59
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/2/2020,,71,83,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/3/2020,,64,78,56
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/4/2020,,73,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/5/2020,,70,,56
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/6/2020,,70,,62
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/7/2020,,78,,65
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/8/2020,,69,77,63
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/9/2020,0,65,78,59
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/10/2020,,70,,57
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/11/2020,,68,80,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/12/2020,,62,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/14/2020,,72,84,60
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/15/2020,,70,87,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/16/2020,,74,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/17/2020,,71,86,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/18/2020,,68,,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/19/2020,,63,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/20/2020,,63,75,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/21/2020,,60,75,49
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/22/2020,,65,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/23/2020,,66,76,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/24/2020,,60,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/25/2020,,61,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/26/2020,,73,80,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/27/2020,,65,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/28/2020,,71,,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/29/2020,,67,,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,4/30/2020,,71,83,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/1/2020,,67,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/2/2020,,69,83,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/3/2020,,64,79,49
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/4/2020,,69,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/5/2020,,56,,46
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/6/2020,,67,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/7/2020,,61,,52
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/8/2020,,67,,49
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/9/2020,,58,76,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/10/2020,,63,73,48
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/11/2020,,57,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/13/2020,,71,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/14/2020,,69,79,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/15/2020,,62,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/16/2020,,67,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/17/2020,,53,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/18/2020,,65,,46
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/20/2020,,66,76,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/21/2020,,57,,47
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/22/2020,,64,,44
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/23/2020,,56,,45
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/24/2020,,59,,46
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/25/2020,,62,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/26/2020,,70,76,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/27/2020,,63,,58
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,5/29/2020,,64,,54
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,6/2/2020,,49,,
ZI000067775,"HARARE KUTSAGA, ZI",-17.917,31.133,1480,6/3/2020,,63,70,42
