Index,Tag,Station,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries,Ack Source
15,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 11:14,Every 30 minutes,-17.849120°,25.541610°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[229,74,16082]",N,5,N,1,
16,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 11:44,Every 30 minutes,-17.849095°,25.541842°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[-149,-798,15974]",N,2,N,1,
17,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 12:15,Every 30 minutes,-17.849198°,25.541787°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[-1337,631,15758]",N,5,Y,0,
18,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 12:44,Every 30 minutes,-17.849133°,25.541855°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[-1221,-2007,15820]",N,2,N,1,
19,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 13:15,Every 30 minutes,-17.849532°,25.542598°,(-),10 meters,0 km/h,3.67 Volt,34°C,(-),Y,"[102,-616,15935]",N,2,N,1,
20,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 13:45,Every 30 minutes,-17.849890°,25.542437°,(-),10 meters,1 km/h,3.67 Volt,35°C,(-),Y,"[-635,330,15853]",N,4,N,1,
21,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 14:15,Every 30 minutes,-17.849762°,25.541970°,(-),10 meters,0 km/h,3.67 Volt,36°C,(-),Y,"[769,142,15849]",N,2,Y,0,
22,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 14:45,Every 30 minutes,-17.848568°,25.542552°,(-),10 meters,0 km/h,3.67 Volt,37°C,(-),Y,"[944,-55,16151]",N,4,N,1,
23,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 15:15,Every 30 minutes,-17.847885°,25.543150°,(-),10 meters,0 km/h,3.67 Volt,38°C,(-),Y,"[220,-64,15998]",N,4,Y,1,
24,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 15:45,Every 30 minutes,-17.847367°,25.543893°,(-),10 meters,0 km/h,3.67 Volt,38°C,(-),Y,"[-627,-1482,15751]",N,3,Y,0,
25,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 16:16,Every 30 minutes,-17.846847°,25.544518°,(-),<10 meters,0 km/h,3.68 Volt,38°C,(-),Y,"[-2707,-915,15785]",N,5,Y,1,
26,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 16:45,Every 30 minutes,-17.846742°,25.544575°,(-),10 meters,2 km/h,3.67 Volt,38°C,(-),Y,"[740,-245,16446]",N,5,N,1,
27,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 17:15,Every 30 minutes,-17.843587°,25.546025°,(-),10 meters,0 km/h,3.67 Volt,37°C,(-),Y,"[184,-63,16052]",N,5,N,1,
28,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 17:46,Every 30 minutes,-17.844093°,25.546230°,(-),10 meters,0 km/h,3.67 Volt,37°C,(-),Y,"[1952,-628,15674]",N,5,N,1,
29,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 18:16,Every 30 minutes,-17.843788°,25.545185°,(-),<10 meters,0 km/h,3.68 Volt,36°C,(-),Y,"[-257,-146,15939]",N,5,Y,0,
30,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 18:46,Every 30 minutes,-17.844003°,25.544707°,(-),<10 meters,0 km/h,3.67 Volt,34°C,(-),Y,"[1489,-406,16136]",N,5,Y,0,
31,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 19:16,Every 30 minutes,-17.843933°,25.544383°,(-),10 meters,0 km/h,3.68 Volt,33°C,(-),Y,"[-155,-252,15914]",N,5,Y,0,
32,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 19:47,Every 30 minutes,-17.843477°,25.544438°,(-),<10 meters,0 km/h,3.68 Volt,32°C,(-),Y,"[484,-2932,15855]",N,5,Y,0,
33,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 20:16,Every 30 minutes,-17.843455°,25.544373°,(-),<10 meters,0 km/h,3.67 Volt,31°C,(-),Y,"[1484,-2306,15828]",N,5,N,1,
34,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 20:46,Every 30 minutes,-17.843613°,25.544205°,(-),<10 meters,0 km/h,3.67 Volt,29°C,(-),Y,"[1570,-1642,15890]",N,5,Y,0,
35,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 21:17,Every 30 minutes,-17.843625°,25.543703°,(-),<10 meters,0 km/h,3.67 Volt,29°C,(-),Y,"[30,301,16000]",N,5,Y,0,
36,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 21:47,Every 30 minutes,-17.844233°,25.543608°,(-),10 meters,0 km/h,3.68 Volt,27°C,(-),Y,"[-1561,-1344,15417]",N,5,Y,0,
37,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 22:17,Every 30 minutes,-17.844195°,25.542842°,(-),<10 meters,0 km/h,3.68 Volt,27°C,(-),Y,"[442,-1897,15939]",N,5,Y,0,
38,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 22:47,Every 30 minutes,-17.844798°,25.543357°,(-),<10 meters,0 km/h,3.67 Volt,26°C,(-),Y,"[1334,-779,15950]",N,4,Y,0,
39,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 23:17,Every 30 minutes,-17.845683°,25.543137°,(-),<10 meters,0 km/h,3.67 Volt,25°C,(-),Y,"[674,-568,15905]",N,5,Y,0,
40,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,1/9/2021 23:47,Every 30 minutes,-17.846545°,25.543448°,(-),10 meters,1 km/h,3.67 Volt,25°C,(-),Y,"[960,-1425,15934]",N,5,Y,0,
41,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 00:18,Every 30 minutes,-17.846720°,25.543842°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),Y,"[-166,-449,16049]",N,5,Y,0,
42,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 00:48,Every 30 minutes,-17.846810°,25.543872°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),Y,"[-660,-966,16153]",N,5,N,1,
43,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 01:18,Every 30 minutes,-17.847617°,25.544228°,(-),10 meters,1 km/h,3.67 Volt,24°C,(-),Y,"[-324,-1781,16002]",N,5,Y,0,
44,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 01:49,Every 30 minutes,-17.848068°,25.544433°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),Y,"[-5030,892,14197]",N,5,Y,1,
45,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 02:19,Every 30 minutes,-17.847505°,25.544905°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),Y,"[-7253,609,14382]",N,4,Y,1,
46,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 02:48,Every 30 minutes,-17.849183°,25.545652°,(-),10 meters,0 km/h,3.67 Volt,22°C,(-),Y,"[-1971,-941,15913]",N,3,N,1,
47,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 03:19,Every 30 minutes,-17.849682°,25.546133°,(-),10 meters,1 km/h,3.67 Volt,21°C,(-),Y,"[-495,-160,16030]",N,3,Y,1,
48,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 03:49,Every 30 minutes,-17.851317°,25.548242°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),Y,"[-678,-1793,15883]",N,5,Y,0,
49,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 04:19,Every 30 minutes,-17.851680°,25.548788°,(-),10 meters,0 km/h,3.67 Volt,19°C,(-),Y,"[2563,13270,8280]",N,4,Y,0,
50,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 04:49,Every 30 minutes,-17.851962°,25.549010°,(-),<10 meters,0 km/h,3.67 Volt,19°C,(-),Y,"[548,-15301,5902]",N,1,Y,0,
51,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 05:19,Every 30 minutes,-17.852120°,25.549183°,(-),10 meters,0 km/h,3.67 Volt,19°C,(-),Y,"[641,-15486,5582]",N,4,Y,0,
52,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 05:50,Every 30 minutes,-17.851795°,25.549145°,(-),10 meters,0 km/h,3.67 Volt,19°C,(-),Y,"[-550,14858,5404]",N,4,N,1,
53,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 06:20,Every 30 minutes,-17.851830°,25.549107°,(-),10 meters,0 km/h,3.67 Volt,19°C,(-),Y,"[-229,13829,7738]",N,4,Y,0,
54,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 06:50,Every 30 minutes,-17.851518°,25.549297°,(-),10 meters,0 km/h,3.67 Volt,18°C,(-),Y,"[-414,-659,16093]",N,5,Y,0,
55,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 07:20,Every 30 minutes,-17.851507°,25.550028°,(-),10 meters,2 km/h,3.67 Volt,18°C,(-),Y,"[-460,-1006,16073]",N,5,Y,0,
56,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 07:50,Every 30 minutes,-17.851650°,25.553368°,(-),10 meters,0 km/h,3.67 Volt,19°C,(-),Y,"[-562,-467,15955]",N,5,Y,0,
57,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 08:20,Every 30 minutes,-17.854043°,25.557990°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),Y,"[1008,-596,16085]",N,5,Y,0,
58,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 08:50,Every 30 minutes,-17.856642°,25.558087°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),Y,"[-1152,-1212,15980]",N,5,Y,0,
59,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 09:21,Every 30 minutes,-17.858317°,25.553507°,(-),10 meters,0 km/h,3.67 Volt,28°C,(-),Y,"[-171,-459,16072]",N,5,N,1,
60,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 09:51,Every 30 minutes,-17.858338°,25.551578°,(-),10 meters,0 km/h,3.67 Volt,31°C,(-),Y,"[327,-509,15939]",N,5,Y,0,
61,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 10:22,Every 30 minutes,-17.857033°,25.551082°,(-),10 meters,4 km/h,3.67 Volt,32°C,(-),Y,"[-2852,-910,14454]",N,5,Y,1,
62,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 10:51,Every 30 minutes,-17.853258°,25.548927°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[373,-677,15787]",N,4,Y,0,
63,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 11:21,Every 30 minutes,-17.850152°,25.547957°,(-),10 meters,1 km/h,3.67 Volt,36°C,(-),Y,"[1201,-1692,15799]",N,5,Y,1,
64,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 11:51,Every 30 minutes,-17.848883°,25.546148°,(-),10 meters,0 km/h,3.67 Volt,37°C,(-),Y,"[11,-951,16039]",N,5,Y,0,
65,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 12:21,Every 30 minutes,-17.847870°,25.545777°,(-),10 meters,0 km/h,3.67 Volt,39°C,(-),Y,"[-6561,190,14172]",N,5,Y,1,
66,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 12:51,Every 30 minutes,-17.847858°,25.545865°,(-),10 meters,0 km/h,3.67 Volt,35°C,(-),Y,"[-2813,-81,15878]",N,5,Y,0,
67,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 13:21,Every 30 minutes,-17.848033°,25.545648°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[-255,-82,15954]",N,5,Y,0,
68,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 13:52,Every 30 minutes,-17.849295°,25.545050°,(-),<10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[-1792,-293,16285]",N,5,Y,0,
69,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 14:22,Every 30 minutes,-17.852160°,25.544118°,(-),10 meters,1 km/h,3.67 Volt,34°C,(-),Y,"[693,-1620,16000]",N,5,Y,0,
70,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 14:52,Every 30 minutes,-17.852433°,25.543672°,(-),10 meters,0 km/h,3.67 Volt,36°C,(-),Y,"[1372,-196,15971]",N,5,Y,1,
71,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 15:22,Every 30 minutes,-17.852293°,25.543637°,(-),10 meters,4 km/h,3.67 Volt,37°C,(-),Y,"[1563,-1009,15822]",N,5,Y,0,
72,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 15:52,Every 30 minutes,-17.852385°,25.543310°,(-),10 meters,0 km/h,3.67 Volt,38°C,(-),Y,"[-724,-90,15864]",N,5,Y,0,
73,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 16:23,Every 30 minutes,-17.851972°,25.542573°,(-),<10 meters,0 km/h,3.67 Volt,38°C,(-),Y,"[976,-589,16002]",N,5,N,1,
74,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 16:52,Every 30 minutes,-17.851813°,25.541602°,(-),<10 meters,0 km/h,3.67 Volt,39°C,(-),Y,"[-2581,1500,15769]",N,5,Y,0,
75,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 17:22,Every 30 minutes,-17.854047°,25.541752°,(-),<10 meters,0 km/h,3.67 Volt,37°C,(-),Y,"[868,-1282,16014]",N,5,Y,0,
76,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 17:53,Every 30 minutes,-17.856017°,25.539748°,(-),<10 meters,0 km/h,3.67 Volt,35°C,(-),Y,"[210,-1301,15912]",N,5,Y,0,
77,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 18:23,Every 30 minutes,-17.856503°,25.538603°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[-1186,-1870,15918]",N,5,Y,0,
78,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 18:53,Every 30 minutes,-17.857032°,25.537142°,(-),10 meters,0 km/h,3.68 Volt,32°C,(-),Y,"[391,-573,16035]",N,1,Y,0,
79,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 19:23,Every 30 minutes,-17.855663°,25.536240°,(-),10 meters,0 km/h,3.67 Volt,31°C,(-),Y,"[-1456,264,15985]",N,5,N,1,
80,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 19:53,Every 30 minutes,-17.855305°,25.536118°,(-),10 meters,0 km/h,3.68 Volt,30°C,(-),Y,"[1960,316,15902]",N,5,Y,0,
81,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 20:24,Every 30 minutes,-17.855123°,25.535868°,(-),<10 meters,0 km/h,3.67 Volt,29°C,(-),Y,"[-958,-1461,15824]",N,5,Y,0,
82,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 20:54,Every 30 minutes,-17.853282°,25.536497°,(-),10 meters,2 km/h,3.68 Volt,28°C,(-),Y,"[-1701,-1000,16083]",N,5,Y,0,
83,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 21:24,Every 30 minutes,-17.852323°,25.536963°,(-),<10 meters,0 km/h,3.68 Volt,27°C,(-),Y,"[548,-729,16051]",N,5,Y,0,
84,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 21:54,Every 30 minutes,-17.852283°,25.536947°,(-),10 meters,0 km/h,3.68 Volt,27°C,(-),Y,"[-3300,1437,15642]",N,5,N,1,
85,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 22:24,Every 30 minutes,-17.851733°,25.537300°,(-),10 meters,0 km/h,3.67 Volt,26°C,(-),Y,"[-6066,-2243,14728]",N,5,N,1,
86,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 22:54,Every 30 minutes,-17.851720°,25.537428°,(-),10 meters,0 km/h,3.67 Volt,26°C,(-),Y,"[740,-1385,16078]",N,5,N,1,
87,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 23:25,Every 30 minutes,-17.851758°,25.537348°,(-),10 meters,0 km/h,3.68 Volt,25°C,(-),Y,"[-731,-2402,15888]",N,5,N,1,
88,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,2/9/2021 23:54,Every 30 minutes,-17.851812°,25.537580°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),Y,"[-1062,1307,15947]",N,5,Y,0,
89,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 00:25,Every 30 minutes,-17.852015°,25.537772°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),Y,"[-117,582,15965]",N,5,Y,0,
90,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 00:55,Every 30 minutes,-17.851932°,25.538403°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),Y,"[218,1326,15947]",N,1,Y,1,
91,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 01:25,Every 30 minutes,-17.852422°,25.538243°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),Y,"[-97,12611,9691]",N,3,Y,0,
92,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 01:56,Every 30 minutes,-17.852517°,25.538228°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),Y,"[-299,12368,10084]",N,2,Y,0,
93,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 02:25,Every 30 minutes,-17.852360°,25.538353°,(-),10 meters,0 km/h,3.68 Volt,23°C,(-),Y,"[-452,-1886,16012]",N,5,Y,0,
94,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 02:55,Every 30 minutes,-17.852252°,25.538363°,(-),10 meters,3 km/h,3.67 Volt,21°C,(-),Y,"[253,-13811,8731]",N,3,Y,0,
95,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 03:26,Every 30 minutes,-17.852302°,25.538323°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),Y,"[-47,-13803,8799]",N,3,Y,0,
96,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 03:56,Every 30 minutes,-17.852320°,25.538325°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),Y,"[-379,-12843,10053]",N,5,Y,0,
97,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 04:26,Every 30 minutes,-17.852363°,25.538345°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),Y,"[3720,12398,9266]",N,1,Y,1,
98,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 04:57,Every 30 minutes,-17.852375°,25.538322°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),Y,"[3460,11551,10413]",N,3,N,1,
99,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 05:26,Every 30 minutes,-17.851277°,25.538790°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),Y,"[1058,-2437,15938]",N,3,Y,0,
100,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 05:56,Every 30 minutes,-17.850948°,25.539957°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),Y,"[698,-1119,16060]",N,5,Y,0,
101,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 06:26,Every 30 minutes,-17.850962°,25.540197°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),N,"[943,-899,16117]",N,5,Y,0,
102,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 06:57,Every 30 minutes,-17.850597°,25.540903°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),Y,"[20,-1141,16027]",N,5,Y,0,
103,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 07:27,Every 30 minutes,-17.850505°,25.541528°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),Y,"[728,-1745,15954]",N,5,Y,0,
104,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 07:57,Every 30 minutes,-17.849970°,25.540987°,(-),10 meters,0 km/h,3.67 Volt,22°C,(-),Y,"[606,267,15962]",N,3,Y,0,
105,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 08:27,Every 30 minutes,-17.849785°,25.541203°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),Y,"[789,-1969,15902]",N,3,Y,0,
106,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 08:57,Every 30 minutes,-17.848957°,25.540422°,(-),10 meters,0 km/h,3.67 Volt,26°C,(-),Y,"[789,-11,15969]",N,5,N,1,
107,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 09:28,Every 30 minutes,-17.848840°,25.541553°,(-),10 meters,1 km/h,3.67 Volt,28°C,(-),Y,"[1280,-1096,15988]",N,5,Y,1,
108,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 09:58,Every 30 minutes,-17.848467°,25.541800°,(-),10 meters,0 km/h,3.67 Volt,29°C,(-),Y,"[-161,-1009,16000]",N,5,Y,0,
109,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 10:28,Every 30 minutes,-17.849092°,25.542342°,(-),10 meters,0 km/h,3.67 Volt,31°C,(-),Y,"[-992,-818,16096]",N,5,N,1,
110,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 10:58,Every 30 minutes,-17.849228°,25.542445°,(-),10 meters,0 km/h,3.67 Volt,33°C,(-),Y,"[19,-490,15916]",N,5,N,1,
111,Bull 16: 4658,AWTIRDMVAPU539,IR-SAT Tag,63,3/9/2021 11:28,Every 30 minutes,-17.849617°,25.542732°,(-),10 meters,0 km/h,3.67 Volt,34°C,(-),Y,"[2064,-2181,15839]",N,5,Y,0,
