"","Time","Latitude","Longitude","doy","BulNum"
"1846","2021-01-09 00:00:32",-18.1802,25.4158,9,"10"
"192","2021-01-09 01:00:32",-18.5203666666667,26.184,9,"2"
"1923","2021-01-09 01:00:32",-17.9174,25.8316666666667,9,"8"
"1925","2021-01-09 02:00:32",-18.4675166666667,25.5959166666667,9,"9"
"1927","2021-01-09 02:00:32",-18.08225,25.7046166666667,9,"12"
"1962","2021-01-09 03:00:32",-17.8832333333333,25.6461,9,"7"
"1921","2021-01-09 04:00:32",-17.9850333333333,25.4625833333333,9,"6"
"1886","2021-01-09 04:00:32",-18.1802,25.4158166666667,9,"10"
"1963","2021-01-09 05:00:32",-17.9208,25.82505,9,"8"
"196","2021-01-09 06:00:32",-18.5390833333333,26.1764333333333,9,"2"
"1965","2021-01-09 06:00:32",-18.4651166666667,25.5927333333333,9,"9"
"1967","2021-01-09 06:00:32",-18.0703,25.70435,9,"12"
"2002","2021-01-09 07:00:51",-17.8831833333333,25.6460166666667,9,"7"
"1961","2021-01-09 08:00:32",-17.9879833333333,25.4710833333333,9,"6"
"1926","2021-01-09 08:00:32",-18.1801833333333,25.4158,9,"10"
"2003","2021-01-09 09:00:32",-17.9092833333333,25.8174333333333,9,"8"
"200","2021-01-09 10:00:32",-18.5417333333333,26.18355,9,"2"
"2005","2021-01-09 10:00:32",-18.4494666666667,25.5893,9,"9"
"2007","2021-01-09 10:00:32",-18.04755,25.6908,9,"12"
"2042","2021-01-09 11:00:32",-17.8832,25.6460833333333,9,"7"
"2001","2021-01-09 12:00:31",-17.9898333333333,25.4745166666667,9,"6"
"1966","2021-01-09 12:00:32",-18.1802,25.4158166666667,9,"10"
"2043","2021-01-09 13:00:32",-17.9126833333333,25.8166166666667,9,"8"
"204","2021-01-09 14:00:32",-18.53025,26.17315,9,"2"
"2045","2021-01-09 14:00:32",-18.44975,25.58875,9,"9"
"2047","2021-01-09 14:00:32",-18.0336333333333,25.6842333333333,9,"12"
"2082","2021-01-09 15:00:32",-17.88325,25.6460666666667,9,"7"
"2006","2021-01-09 16:00:32",-18.1802,25.4158,9,"10"
"2083","2021-01-09 17:00:32",-17.92015,25.80965,9,"8"
"208","2021-01-09 18:00:32",-18.5327333333333,26.1695,9,"2"
"2041","2021-01-09 18:00:32",-17.9861166666667,25.4577666666667,9,"6"
"2087","2021-01-09 18:00:32",-18.0309166666667,25.6872833333333,9,"12"
"2122","2021-01-09 19:00:32",-17.8832,25.6461166666667,9,"7"
"2085","2021-01-09 19:00:32",-18.46255,25.58815,9,"9"
"369","2021-01-09 19:00:33",-17.8831166666667,25.8343,9,"14"
"2046","2021-01-09 20:00:32",-18.1802,25.4158,9,"10"
