"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls"
"1",18017,49.605472667565,0,21.7553429591184,3.59201624777413,5.01153167667318,9.11996638518427,NA,NA,NA,NA,NA,NA,NA,NA,1.10848651744817,2.34839669248828
"2",18018,50.8778360569853,0,23.2214103539796,1.92497637710709,6.48362370330213,6.95801701729544,NA,NA,NA,NA,NA,NA,NA,NA,1.42810462753637,0.0690357607966234
"3",18019,54.6249888181712,0,28.0545127995748,4.79880834975889,10.2177466155927,1.95432004720875,NA,NA,NA,NA,NA,NA,NA,NA,0.423091047096601,0.562737833330151
"4",18020,57.0683761434316,0,25.4776630644981,2.84898147932923,10.7968324929266,3.79205767136972,NA,NA,NA,NA,NA,NA,NA,NA,1.45888787299141,0.0528624659202216
"5",18021,57.2217340457472,0,28.9232610665393,4.94584010297719,14.5221577368628,2.1520439380426,NA,NA,NA,NA,NA,NA,NA,NA,0.127417791522614,1.28372862406643
"6",18022,57.8148028707602,0,29.1297175955103,2.74777801873011,12.7708423040152,5.99538357939783,NA,NA,NA,NA,NA,NA,NA,NA,1.10468278047504,0.042074193305794
"7",18023,56.320967025247,0,33.288001527487,2.97286075837171,10.3517214181801,4.92771234030094,NA,NA,NA,NA,NA,NA,NA,NA,1.12849834105439,0.389449126694976
"8",18024,56.8352383158944,0,34.8074734157594,3.15170475161454,10.458943238726,5.32537917190017,NA,NA,NA,NA,NA,NA,NA,NA,1.1012780148583,0.398836465812282
"9",18025,56.7130220870245,0,35.338346945428,4.15249267773857,12.9138661065554,6.37126131424339,NA,NA,NA,NA,NA,NA,NA,NA,0.929046120558993,0.154012379793082
"10",18026,54.6351225685423,0,29.9391296553523,5.03666410804349,11.4689405877944,15.4262016897092,NA,NA,NA,NA,NA,NA,NA,NA,0.453770262498703,0.0719660891528279
"11",18027,57.327289773983,0,33.5522213417704,6.95950386377601,16.5169155767618,12.0676514812114,NA,NA,NA,NA,NA,NA,NA,NA,0.529470941667362,0.407785367385906
"12",18028,55.5000875413617,0,30.448675814461,8.44996095831038,19.6536578251027,9.92201212423806,NA,NA,NA,NA,NA,NA,NA,NA,0.233107933334543,0.210355220137708
"13",18029,56.8286540451863,0,32.5039049716461,7.24729352466799,15.2068484781342,9.06678960504076,NA,NA,NA,NA,NA,NA,NA,NA,0.0680479787325219,0.293438192255537
"14",18030,55.7068197706757,0,31.8067496592035,7.70516938492221,13.585650115102,9.58486192183986,NA,NA,NA,NA,NA,NA,NA,NA,0.755689915031955,0.25608435375905
"15",18031,56.7914447533796,0,35.7233874337165,9.10441777493828,15.6017654842863,13.7911293524977,NA,NA,NA,NA,NA,NA,NA,NA,0.635489804106122,0.486939473914428
"16",18032,55.4176067107682,0,44.3555688087742,8.89408907079765,14.0780331267219,14.6863205984232,NA,NA,NA,NA,NA,NA,NA,NA,0.579055609080806,0.223735012752365
"17",18033,53.7327732340049,0,41.9147039310658,7.75298991239669,12.7292870847905,15.3812440305489,NA,NA,NA,NA,NA,NA,NA,NA,0.171424473489917,0.11270953122394
"18",18034,54.5472638720982,0,43.7299442847586,7.21612603874118,13.6115051583064,17.9452955455521,NA,NA,NA,NA,NA,NA,NA,NA,0.328852630380898,0.076526648386981
"19",18035,54.7929870139444,0,42.5012162615854,5.79360682909065,13.1652075770793,16.3171046555142,NA,NA,NA,NA,NA,NA,NA,NA,0.378780223623559,0.14924952505355
"20",18036,58.9224592938718,0,44.1507649242392,8.15947769583858,14.0354105979351,15.1131404992467,NA,NA,NA,NA,NA,NA,NA,NA,1.21258648942585,0.149602733574324
"21",18037,57.6028408806106,0,42.9141383319329,7.96931152851398,13.0908051648666,15.6615054070482,NA,NA,NA,NA,NA,NA,NA,NA,0.629095072479816,0.178506927244102
"22",18038,59.6552418468597,0,42.0142917147418,7.13316533523532,11.6577837109634,16.7962105115804,NA,NA,NA,NA,NA,NA,NA,NA,0.372460056332375,0.105429988162616
"23",18039,60.380674530713,0,41.1655704548065,7.35797397008395,8.63931138473535,16.6711924440407,NA,NA,NA,NA,NA,NA,NA,NA,0.389905795230763,0.108477586743784
"24",18040,59.1387738827142,0,40.5851419989716,7.46614162548849,13.1256346629227,16.9758996169795,NA,NA,NA,NA,NA,NA,NA,NA,0.315000345146552,0.119191626052131
"25",18041,57.2173215488514,0,31.9979156692589,6.06503798448811,10.9317117799113,16.579565706017,NA,NA,NA,NA,NA,NA,NA,NA,0.380607760238698,0.034781290939242
"26",18042,56.0849018616232,0,28.2078599153093,7.45693715280407,12.7279249177547,16.4612512700368,NA,NA,NA,NA,NA,NA,NA,NA,0.326420906522839,0.108322158977405
"27",18043,56.2349722145726,0,29.8138399012851,6.78475273264531,10.5509197992809,16.8427481505594,NA,NA,NA,NA,NA,NA,NA,NA,0.202568829474923,0.0899597875496847
"28",18044,59.918824252511,0,36.4528074711139,7.76233295126792,10.1705701211345,16.6243201416139,NA,NA,NA,NA,NA,NA,NA,NA,0.398851719797656,0.0750663706171452
"29",18045,59.5751160035882,0,39.7630391959588,6.61535891839474,9.14971250511755,17.0290839591184,NA,NA,NA,NA,NA,NA,NA,NA,0.371241389873743,0.212788903460573
"30",18046,56.81371629802,0,38.1824767517708,7.73991315946907,11.1308986975955,16.7739191075231,NA,NA,NA,NA,NA,NA,NA,NA,0.302978766938707,0.10825741834848
"31",18047,58.0884720000767,0,30.6691134395525,8.12955649174549,13.2012735226011,16.3666295498683,NA,NA,NA,NA,NA,NA,NA,NA,0.145546630925035,0.212567284953063
"32",18048,59.6314915651299,0,34.349287230166,8.56360300536689,13.6833768790688,15.1919524307858,NA,NA,NA,NA,NA,NA,NA,NA,0.68201395038664,0.371423772919592
"33",18049,55.1122148879532,0,32.8874434907315,7.72861639374406,15.4554011767955,17.2852372677171,NA,NA,NA,NA,NA,NA,NA,NA,0.408590328453562,0.166663829939822
"34",18050,55.9813179305396,0,34.1943779462801,7.97803926792939,14.6874171308815,16.2150792195447,NA,NA,NA,NA,NA,NA,NA,NA,0.648336701819847,0.189603038957015
"35",18051,54.2281504903091,0,35.6618167184538,8.51187986538387,12.1274780541218,15.2147442153287,NA,NA,NA,NA,NA,NA,NA,NA,0.606279978810406,0.465003921329336
"36",18052,51.0743284654206,0,43.1164101609068,8.3758435164103,12.2144717001039,15.9541672213666,NA,NA,NA,NA,NA,NA,NA,NA,0.565553853723028,0.0329077314721748
"37",18053,43.2384689553952,0,43.733086144601,8.23886088644045,13.1869057244995,12.9130445626193,NA,NA,NA,NA,NA,NA,NA,NA,0.622444122039951,0.4131326447951
"38",18054,44.3636853205616,0,43.1540482386955,8.31243936888135,14.2656722589813,12.4729045698889,NA,NA,NA,NA,NA,NA,NA,NA,0.856373951020108,0.376097101206499
"39",18055,52.7603486354142,0,40.8868626417364,6.97403386465082,11.7098978239477,14.7896189205908,NA,NA,NA,NA,NA,NA,NA,NA,0.173179241400771,0.264760434834437
"40",18056,55.4113474715393,0,43.2320381301955,6.10251658668028,9.07377575722005,14.3183381867022,NA,NA,NA,NA,NA,NA,NA,NA,0.152077664073712,0.0706942227123595
"41",18057,54.3666893453232,0,42.6808560055975,7.09260725652909,7.09658280642145,11.1319186374157,NA,NA,NA,NA,NA,NA,NA,NA,0.5951867298607,0.08774266775166
"42",18058,52.8878191950844,0,34.9539403717958,7.43658389293125,8.89165211362579,5.05194187329851,NA,NA,NA,NA,NA,NA,NA,NA,0.664473340128232,0.282009648270387
"43",18059,53.8251472811335,0,34.6079551241228,7.35029192885535,12.7450519680103,4.74146284533803,NA,NA,NA,NA,NA,NA,NA,NA,0.660254830554848,0.23365630680976
