"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls"
"1",18017,53.1033696478796,3.59201624777413,25.0854216591568,0,6.36943567555301,7.0854181396859,NA,NA,NA,NA,NA,NA,NA,NA,2.50974575711868,0.116417095719944
"2",18018,52.4330289822001,1.92497637710709,23.9507126171207,0,6.05454592228969,7.13362773869459,NA,NA,NA,NA,NA,NA,NA,NA,3.25842720438151,0.230058409615867
"3",18019,55.809178071258,4.79880834975889,26.5272740348632,0,6.75236933497611,6.63919909473513,NA,NA,NA,NA,NA,NA,NA,NA,4.17882125998591,0.677566524550357
"4",18020,56.4743694137237,2.84898147932923,23.4319284594052,0,7.96878851282869,6.52296774826921,NA,NA,NA,NA,NA,NA,NA,NA,2.64820303980311,0.619710038590381
"5",18021,57.9612458368973,4.94584010297719,26.8717769933021,0,10.3325334589752,7.07228858112691,NA,NA,NA,NA,NA,NA,NA,NA,3.94929036932311,0.438374039405634
"6",18022,57.437646440628,2.74777801873011,27.4765403806584,0,10.0941920707211,8.05100912500661,NA,NA,NA,NA,NA,NA,NA,NA,2.53278647593075,0.764458771264119
"7",18023,56.1873237167273,2.97286075837171,32.0274794032564,0,7.5280996486022,7.198338429325,NA,NA,NA,NA,NA,NA,NA,NA,2.94097439708087,0.283360935565082
"8",18024,56.8502776746072,3.15170475161454,34.1373341741208,0,7.64077438509563,7.90093269882393,NA,NA,NA,NA,NA,NA,NA,NA,3.1156660384346,0.171781254258699
"9",18025,55.0436102948038,4.15249267773857,33.0991121127085,0,8.84603296274299,9.98029707277925,NA,NA,NA,NA,NA,NA,NA,NA,2.55560930868701,0.402727828284381
"10",18026,55.4160677424028,5.03666410804349,28.9185383111741,0,6.96921599549571,17.4220054856046,NA,NA,NA,NA,NA,NA,NA,NA,4.15746311999629,0.722021788995526
"11",18027,55.8415812939989,6.95950386377601,29.8124001477383,0,9.661992100102,16.0890766162852,NA,NA,NA,NA,NA,NA,NA,NA,4.79517727747786,2.4155558357931
"12",18028,53.9999830277384,8.44996095831038,27.746338580878,0,11.3017830606939,15.5781226785716,NA,NA,NA,NA,NA,NA,NA,NA,5.26348325760294,4.64785743530047
"13",18029,55.779571646033,7.24729352466799,30.5368283401481,0,8.34092323576039,14.1505033729065,NA,NA,NA,NA,NA,NA,NA,NA,4.66596597300937,3.71190661908529
"14",18030,54.3026072088797,7.70516938492221,29.0492191784663,0,6.21188468320299,15.4913960788787,NA,NA,NA,NA,NA,NA,NA,NA,5.09046205780209,4.18861293689872
"15",18031,54.4439096251656,9.10441777493828,31.3897890904391,0,6.70631580232203,19.4387210406006,NA,NA,NA,NA,NA,NA,NA,NA,5.38389280626969,4.6600477237323
"16",18032,53.6268401027732,8.89408907079765,40.325780869234,0,5.60798094404739,19.8793653300763,NA,NA,NA,NA,NA,NA,NA,NA,5.49454255406996,4.78028923893028
"17",18033,53.2693639648036,7.75298991239669,39.2668153137888,0,5.4422900584399,19.4051965785432,NA,NA,NA,NA,NA,NA,NA,NA,5.21568097260986,4.45180946637975
"18",18034,53.8513826766004,7.21612603874118,40.4903518764625,0,6.80643363995413,21.5969197056038,NA,NA,NA,NA,NA,NA,NA,NA,4.52421425878222,3.58130602138322
"19",18035,54.9391134880823,5.79360682909065,40.0596053983672,0,7.75469344652287,18.1363365716866,NA,NA,NA,NA,NA,NA,NA,NA,4.16943434074893,2.62202554106397
"20",18036,59.096083557923,8.15947769583858,39.2296764582359,0,6.02635050666514,19.4628504706787,NA,NA,NA,NA,NA,NA,NA,NA,4.92235568301707,4.20085231480043
"21",18037,59.2979069769006,7.96931152851398,38.5080860347005,0,5.60997937908585,19.2487329693075,NA,NA,NA,NA,NA,NA,NA,NA,4.8859112814808,4.14210316108755
"22",18038,62.187162711115,7.13316533523532,38.912624461394,0,4.87298969592163,19.7301114679417,NA,NA,NA,NA,NA,NA,NA,NA,5.1744616398073,4.69148656286282
"23",18039,63.0108376428849,7.35797397008395,38.3571461551133,0,1.66008783716263,19.4122592374863,NA,NA,NA,NA,NA,NA,NA,NA,5.04398534935358,4.28692334146627
"24",18040,62.0531885646296,7.46614162548849,37.9179968449548,0,6.39122109678652,19.6285675145654,NA,NA,NA,NA,NA,NA,NA,NA,5.17963859328107,4.46550573322484
"25",18041,58.7078851122305,6.06503798448811,29.6952417630927,0,5.37163486126702,18.7997216039324,NA,NA,NA,NA,NA,NA,NA,NA,4.27604534793271,3.35961726186815
"26",18042,58.5003319032152,7.45693715280407,24.0677024769519,0,5.70705381302068,19.243454966863,NA,NA,NA,NA,NA,NA,NA,NA,5.05102551074719,4.37893211517117
"27",18043,58.624271071413,6.78475273264531,25.3283457849472,0,4.5145696150286,18.9750927406609,NA,NA,NA,NA,NA,NA,NA,NA,4.56783961478242,3.58955557549676
"28",18044,62.7489092384563,7.76233295126792,30.5090335019392,0,2.78949146499824,19.6826945791062,NA,NA,NA,NA,NA,NA,NA,NA,5.52208558707474,4.84309709965026
"29",18045,61.9275707273316,6.61535891839474,35.0430427909447,0,4.22470712858083,19.4279023022138,NA,NA,NA,NA,NA,NA,NA,NA,5.00432157281995,4.27654160101927
"30",18046,59.9260553363595,7.73991315946907,32.7616215314802,0,4.59375629051036,19.5787732030621,NA,NA,NA,NA,NA,NA,NA,NA,5.26150203865054,4.60896408212648
"31",18047,61.4719866073486,8.12955649174549,25.8078699026167,0,5.3455486665017,19.3349472622783,NA,NA,NA,NA,NA,NA,NA,NA,5.21680424669255,4.43527426747571
"32",18048,61.9227427216584,8.56360300536689,29.4251019827478,0,5.72270368275715,19.4809776791246,NA,NA,NA,NA,NA,NA,NA,NA,4.90843591272727,4.29978685425589
"33",18049,58.3898558832108,7.72861639374406,30.4137308395767,0,8.81182553933015,20.4144978901359,NA,NA,NA,NA,NA,NA,NA,NA,5.09962497265458,4.53402935199935
"34",18050,58.832565871463,7.97803926792939,30.8919020910054,0,6.83559311456519,19.8478839614871,NA,NA,NA,NA,NA,NA,NA,NA,4.85829668388355,4.28927189283243
"35",18051,56.8710923542893,8.51187986538387,31.7281129757248,0,3.7103158579299,19.2185740428454,NA,NA,NA,NA,NA,NA,NA,NA,4.92682966811262,4.115119135703
"36",18052,54.4702958665775,8.3758435164103,39.4761663871829,0,3.91433806699326,19.910821749573,NA,NA,NA,NA,NA,NA,NA,NA,5.21772109643122,4.71340876417748
"37",18053,46.3353830509313,8.23886088644045,39.114606583078,0,5.06571823798635,18.3789916607868,NA,NA,NA,NA,NA,NA,NA,NA,4.70222132998197,3.9282914290438
"38",18054,47.2291982271912,8.31243936888135,38.0748818826537,0,7.16677063773396,18.43380932037,NA,NA,NA,NA,NA,NA,NA,NA,4.74937854315989,4.03285775740387
"39",18055,56.2858415663449,6.97403386465082,38.2226550937027,0,7.93419413460884,19.3361703793273,NA,NA,NA,NA,NA,NA,NA,NA,4.46539098405053,3.24286315566677
"40",18056,58.3404827167943,6.10251658668028,41.0288356687951,0,6.31167841483962,17.3909316216507,NA,NA,NA,NA,NA,NA,NA,NA,4.0356624299274,2.92189325760426
"41",18057,56.9279307618496,7.09260725652909,39.5215357928908,0,4.24498985773042,15.932380689241,NA,NA,NA,NA,NA,NA,NA,NA,4.27229177854061,3.53437008163003
"42",18058,55.3458074379023,7.43658389293125,31.7942644221021,0,5.88794676269175,12.0117224671096,NA,NA,NA,NA,NA,NA,NA,NA,4.42459041423031,3.24030054586
"43",18059,56.1737013209136,7.35029192885535,31.6671981677486,0,8.00362712527214,12.0695581039885,NA,NA,NA,NA,NA,NA,NA,NA,4.13973316833515,3.26531544742922
"44",18060,55.7350354459368,8.96941672836843,32.167076910088,0,4.42723358422488,13.3359584502317,NA,NA,NA,NA,NA,NA,NA,NA,5.46189554028137,4.81875196323166
"45",18061,56.8994952202956,6.96446588872468,38.0983720696751,0,5.39535963857011,11.8683792504288,NA,NA,NA,NA,NA,NA,NA,NA,4.28480433692878,3.44280119362317
"46",18062,58.1191718737242,7.49770185833063,38.6216287485541,0,3.6710834316201,13.1566640593976,NA,NA,NA,NA,NA,NA,NA,NA,4.94580464904378,4.35382370646419
"47",18063,57.4894249687256,7.72615842491729,39.8940540479077,0,1.97138401904962,13.0598235768241,NA,NA,NA,NA,NA,NA,NA,NA,5.08286136186091,4.52330857852567
"48",18064,55.1207637103373,4.66415322774164,38.6287256302273,0,6.29840278680327,11.0231439997256,NA,NA,NA,NA,NA,NA,NA,NA,4.89864454577272,4.03884821235199
"49",18065,60.4390459958627,7.84351040416355,37.4797276262093,0,7.02140468347212,11.4654470488898,NA,NA,NA,NA,NA,NA,NA,NA,5.44281754719135,4.29318562164964
"50",18066,58.8852587186282,8.21327761412648,38.4275622274483,0,7.24663931054366,12.6244072969129,NA,NA,NA,NA,NA,NA,NA,NA,4.83432091344277,3.96339188551333
"51",18067,60.4957432177872,8.13803063299014,36.516150997887,0,4.67887552966986,14.3566179697779,NA,NA,NA,NA,NA,NA,NA,NA,4.90298878519831,4.2472594011207
"52",18068,57.4188976853172,7.24818468450365,37.9548031865024,0,3.96628611430698,12.3233455798438,NA,NA,NA,NA,NA,NA,NA,NA,5.14360958778507,4.26699436329349
"53",18069,51.7400208345474,8.13020043578141,38.1918429707498,0,9.22687107715309,12.3912206081345,NA,NA,NA,NA,NA,NA,NA,NA,4.63807299939442,3.94441403745838
"54",18070,51.6963484772089,8.99420871912253,39.4567664547842,0,9.75815463109531,13.3413302925043,NA,NA,NA,NA,NA,NA,NA,NA,5.7137151410738,4.81479655385949
