"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls"
"1",18017,0,9.11996638518427,NA,NA,NA,NA,NA,49.605472667565,5.01153167667318,NA,NA,NA,21.7553429591184,3.59201624777413,1.10848651744817,2.34839669248828
"2",18018,0,6.95801701729544,NA,NA,NA,NA,NA,50.8778360569853,6.48362370330213,NA,NA,NA,23.2214103539796,1.92497637710709,1.42810462753637,0.0690357607966234
"3",18019,0,1.95432004720875,NA,NA,NA,NA,NA,54.6249888181712,10.2177466155927,NA,NA,NA,28.0545127995748,4.79880834975889,0.423091047096601,0.562737833330151
"4",18020,0,3.79205767136972,NA,NA,NA,NA,NA,57.0683761434316,10.7968324929266,NA,NA,NA,25.4776630644981,2.84898147932923,1.45888787299141,0.0528624659202216
"5",18021,0,2.1520439380426,NA,NA,NA,NA,NA,57.2217340457472,14.5221577368628,NA,NA,NA,28.9232610665393,4.94584010297719,0.127417791522614,1.28372862406643
"6",18022,0,5.99538357939783,NA,NA,NA,NA,NA,57.8148028707602,12.7708423040152,NA,NA,NA,29.1297175955103,2.74777801873011,1.10468278047504,0.042074193305794
"7",18023,0,4.92771234030094,NA,NA,NA,NA,NA,56.320967025247,10.3517214181801,NA,NA,NA,33.288001527487,2.97286075837171,1.12849834105439,0.389449126694976
"8",18024,0,5.32537917190017,NA,NA,NA,NA,NA,56.8352383158944,10.458943238726,NA,NA,NA,34.8074734157594,3.15170475161454,1.1012780148583,0.398836465812282
"9",18025,0,6.37126131424339,NA,NA,NA,NA,NA,56.7130220870245,12.9138661065554,NA,NA,NA,35.338346945428,4.15249267773857,0.929046120558993,0.154012379793082
"10",18026,0,15.4262016897092,NA,NA,NA,NA,NA,54.6351225685423,11.4689405877944,NA,NA,NA,29.9391296553523,5.03666410804349,0.453770262498703,0.0719660891528279
"11",18027,0,12.0676514812114,NA,NA,NA,NA,NA,57.327289773983,16.5169155767618,NA,NA,NA,33.5522213417704,6.95950386377601,0.529470941667362,0.407785367385906
"12",18028,0,9.92201212423806,NA,NA,NA,NA,NA,55.5000875413617,19.6536578251027,NA,NA,NA,30.448675814461,8.44996095831038,0.233107933334543,0.210355220137708
"13",18029,0,9.06678960504076,NA,NA,NA,NA,NA,56.8286540451863,15.2068484781342,NA,NA,NA,32.5039049716461,7.24729352466799,0.0680479787325219,0.293438192255537
"14",18030,0,9.58486192183986,NA,NA,NA,NA,NA,55.7068197706757,13.585650115102,NA,NA,NA,31.8067496592035,7.70516938492221,0.755689915031955,0.25608435375905
"15",18031,0,13.7911293524977,NA,NA,NA,NA,NA,56.7914447533796,15.6017654842863,NA,NA,NA,35.7233874337165,9.10441777493828,0.635489804106122,0.486939473914428
"16",18032,0,14.6863205984232,NA,NA,NA,NA,NA,55.4176067107682,14.0780331267219,NA,NA,NA,44.3555688087742,8.89408907079765,0.579055609080806,0.223735012752365
"17",18033,0,15.3812440305489,NA,NA,NA,NA,NA,53.7327732340049,12.7292870847905,NA,NA,NA,41.9147039310658,7.75298991239669,0.171424473489917,0.11270953122394
