"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls","Circle"
"188",2019-12-04,44.8250586109017,44.2501768820154,23.3750287315301,13.705183298267,23.2899685732528,8.65000053147367,10.6671395529478,10.5125705708901,45.9326699521889,67.0173229403468,13.4258511270134,23.7678546549818,0,NA,1.06251215595895,11.1298611482275,5
"189",2019-12-05,44.0183155265574,38.9520287707608,15.7628975692719,9.09982164612719,13.9123735144011,1.19216084666303,11.2843507575966,11.2570475688532,38.4328415891535,59.46290541588,8.52080389226898,13.8701719967503,0,NA,8.16261939610382,12.1594452989539,5
"190",2019-12-06,40.6667229797942,44.8894607908049,14.1060064350995,12.4806397476337,17.1811581451769,8.08260786539065,10.7990389634547,10.6974390242385,40.130915553421,60.8649643947688,12.7489710578685,18.5253595338192,0,NA,7.3524760156071,6.75162882488562,4
"191",2019-12-07,43.0947189383953,42.6458210526836,9.51188825503271,13.9959299661731,19.0934117317054,9.82140897037834,12.5724701185036,12.5735760244223,37.4062304425687,57.5528771570788,10.7393391691671,18.9566324949512,0,NA,9.36485016856446,9.70410424475072,5
"192",2019-12-08,51.3959185778749,33.6472334110296,2.65590458638414,13.0416283374433,13.3507942933457,3.97361433691661,14.5240705143127,14.5836904148736,40.0139505596735,58.1954213514573,6.09709866654201,14.3281408323203,0,NA,11.514139838583,17.7976365435606,5
"193",2019-12-09,53.30217578296,29.2956493516244,4.55081587651177,15.1577241771313,7.31856716740266,2.08941019759062,19.5145982484269,16.828657237129,50.6287420996294,56.791099253513,8.8895250239437,7.47198933139101,0,NA,14.6206237875063,20.5080907861067,5
"194",2019-12-10,53.3877646848727,29.7043314241179,10.8350827536465,24.00895479726,2.07897423660176,1.37438183869442,15.3948203700295,15.7005287134472,59.592908533231,57.2426727574291,6.36422568440993,0.960681930019344,0,NA,13.6834599619794,20.0556993730713,5
"195",2019-12-11,53.9285788863263,32.3383203501555,27.9665266250024,36.4640451504407,8.16670898593908,10.2262178362067,15.4111025094184,11.964998660483,66.0129225687627,62.2085083888642,9.5512919872413,5.2005280139588,0,NA,10.3899887289356,19.7220372682341,5
"196",2019-12-12,45.4402401627325,35.5228768125279,23.8638066522533,31.6644731785048,4.57672654532521,12.0676823551035,17.1712056662699,4.219705977307,66.2411779308059,61.8136765729435,3.73974150758707,0.486300345374171,0,NA,7.8856008151304,16.337453330883,5
"197",2019-12-13,52.5205196010695,38.0037722101692,25.8263214962574,33.6267907657301,7.45040798639686,7.63046377161519,17.3656521156145,5.37729443017418,67.796487610452,62.6030103647387,6.98234571357481,7.80316836422542,0,NA,7.03221870246614,17.0523099287673,5
"198",2019-12-14,54.2566716747754,41.9475427398753,28.3959202690326,48.2712365745037,12.0433838086946,13.0140194296039,17.4714570547231,1.94524942494821,68.5611794724745,66.7994967416274,11.6016185882929,18.6559240339477,0,NA,4.58453288168825,16.6573365649464,5
"199",2019-12-15,51.0341578888354,39.1779036370132,25.5817341237882,43.5494030231551,6.07537191645557,5.31222367536451,17.0090873124097,3.80799654437092,64.3392506985637,64.8515582783958,6.20458996772985,16.838352377838,0,NA,6.30362805967349,16.3529390680284,5
"200",2019-12-16,52.6147280852149,35.8945160595227,13.7559954194238,47.1337466627984,5.64393714786956,9.9243903941338,19.4196882411574,1.89864725744685,62.8932580669575,64.6113612861603,0.892515532789051,15.1599083234936,0,NA,10.3931185765793,19.7901426745154,5
"201",2019-12-17,56.2660062882395,34.4109145307443,13.3801132263035,55.7602018243219,6.11586827644914,16.3607359391641,19.7739937047355,4.56089715797697,63.6651332008484,64.6713274117701,5.23333104568692,17.7017834374908,0,NA,11.7633967988222,21.4548279140771,5
"202",2019-12-18,49.7113170648169,38.4247935464501,19.9464029559595,49.4954949870785,4.97081749621062,21.0504016508492,16.6744139213845,5.49792623664304,68.3787456936268,62.4205467089284,4.80997443717688,19.8912597738442,0,NA,7.92103139179867,16.3033602684521,5
"203",2019-12-19,44.2140097905671,42.9484589177248,17.9388610018264,41.3132841148873,7.81158564021234,21.5124529471263,10.9984591760351,2.50907803038765,67.9559694924864,63.9055812422589,9.47823544707967,28.5675290245977,0,NA,5.58673809197516,11.8311294396783,5
"204",2019-12-20,41.5748785854426,43.01744066887,21.668074546683,32.1204414997462,9.94686482163206,23.4980325546179,9.67455044328031,8.54396026044801,64.2277541285849,61.9634848839714,9.16838028930255,20.4850984823919,0,NA,8.53213322235169,10.6514501764635,5
"205",2019-12-21,43.3879995104683,49.3181036482602,28.3785060080256,13.3066458565843,18.5917335509816,33.1205304898231,8.30684332846307,1.35472506325958,74.9913525716226,74.9984518723632,7.59729735190229,28.3895890425445,0,NA,1.8072610817748,6.67936986229658,4
"206",2019-12-22,44.24195604154,42.8447093336726,17.1070777120437,2.62559925319524,15.2081500279169,26.7517625979562,9.65056605736934,8.56301998712526,67.9526074238465,68.1549424398583,9.11963186285725,29.8055598172416,0,NA,7.18011496241471,10.3261462520392,5
"207",2019-12-23,44.3187976499841,45.929917708902,17.6626814566111,3.72616358616926,18.9343370947355,29.5518766849519,7.31188724888555,6.05152043431021,66.6994981612539,65.0817729793721,7.70679480350418,22.4558933769591,0,NA,5.60190709614432,8.06080871262831,5
"208",2019-12-24,43.2837269502954,45.7964377620164,17.3053545402445,4.44629874528928,16.902326154617,29.4306939369047,8.02798018515589,7.78870640809008,61.2213997223155,64.4347385208371,7.69803393229325,15.2844135576076,0,NA,6.38534961809324,8.50837138852563,5
"209",2019-12-25,38.7988788680496,52.2732791095475,24.3067052848592,10.4247088448023,25.7894984477381,36.0322994617865,5.38828592498375,3.74398816920387,62.642060215549,65.2203491793989,4.08068023208268,21.1308705744186,0,NA,1.56424130650616,2.5579174485782,2
"210",2019-12-26,36.3574792867303,51.913305496954,21.0157699993115,9.348782863082,25.1155243434969,33.4970777838257,1.15870164828882,8.19381129290967,59.3370475519006,62.0439304287511,0.435779740962317,24.2777253059932,0,NA,5.77611196164465,2.25098134928194,2
"211",2019-12-27,34.8312344235064,50.5632827744897,18.0368647664709,9.9360392877721,24.0236612480482,33.5387116827279,1.16308361677347,8.78133006818751,61.4700988569128,61.0408756284952,1.1380350308199,27.9689355376748,0,NA,6.12563001155234,2.73651459690703,2
"212",2019-12-28,34.645308610375,50.9621845355321,17.4900643228507,11.3310186118248,24.0011827833273,34.7521572450531,1.61132308283467,7.77408438469561,63.2789375874083,63.0457415521103,0.700792041704544,26.3919105577246,0,NA,5.63422649915924,2.11937943205108,2
"213",2019-12-29,38.8959044959229,50.0991774849069,15.2271915918077,10.9029964391666,23.9185752804704,34.7765858162821,0.956053418484818,5.43973573694167,60.9862264377419,60.9336529914549,0.841831512241205,20.8155831725221,0,NA,5.64202113798593,2.15569941977903,2
"214",2019-12-30,36.3916294443162,48.368404158071,16.0394101556946,8.80657701449448,23.9076075405429,34.0622812777504,2.46651780769366,5.82049258782875,61.7389363065179,62.9728452313093,1.0666951422639,18.7861952006431,0,NA,6.3373302870515,2.83941376486521,2
"215",2019-12-31,36.7237510212376,48.3986294028286,15.6047069975133,9.61642382887337,23.2904859865645,33.8366237256647,2.25949842812515,8.2181024361832,62.3183904117533,64.8941562595433,0.742487030152105,20.3932976682569,0,NA,6.65151951383738,3.19343073103067,2
"216",2020-02-01,36.7881671321582,NA,NA,NA,NA,NA,NA,1.45987337449492,58.1282756793847,NA,1.01735020472634,98.4166482298634,0,NA,5.6783798651538,2.23292812631993,2
"217",2020-02-02,44.9622545459277,NA,NA,NA,NA,NA,NA,9.06389848224948,67.8666520300591,NA,14.1316404627655,107.432504468179,0,NA,0.188418907100006,6.12827165430883,4
"218",2020-02-03,44.7326184608662,NA,NA,NA,NA,NA,NA,4.30111143673974,62.763093850326,NA,9.12954215454147,114.230941868839,0,NA,6.03892103246355,6.06617174544853,4
"219",2020-02-04,46.227587611221,NA,NA,NA,NA,NA,NA,6.33941185008873,64.6611770946498,NA,10.7338139529212,111.971349475589,0,NA,5.61703171799759,7.67177902566906,4
"220",2020-02-05,58.8562785456155,NA,NA,NA,NA,NA,NA,0.767755399260698,63.7462235828335,NA,9.1149679600831,111.815396315806,0,NA,5.88156685034491,5.40957213039353,3
"221",2020-02-06,65.2416893508652,NA,NA,NA,NA,NA,NA,1.7274206246307,61.0957299778436,NA,8.48539006481995,118.278439444752,0,NA,5.70033101587823,5.95769827423334,4
"222",2020-02-07,64.3641923032056,NA,NA,NA,NA,NA,NA,2.97031504264554,58.111928857419,NA,1.59278468577596,110.94040342003,0,NA,7.24522910136104,4.83687767084985,3
"223",2020-02-08,62.2495114074986,NA,NA,NA,NA,NA,NA,3.78553289058746,57.7017488705976,NA,1.90842776217818,109.47294238761,0,NA,7.87404862210734,5.35560026308237,3
"224",2020-02-09,69.4210308469649,NA,NA,NA,NA,NA,NA,10.2112229966598,63.3828679963484,NA,9.53505456767499,118.226526825539,0,NA,5.94768099642301,12.2467752121058,5
"225",2020-02-10,73.8954972206416,NA,NA,NA,NA,NA,NA,14.5596407984683,64.4495344441103,NA,7.18744035574874,129.518839390338,0,NA,10.4553572890542,18.2586109110894,5
"226",2020-02-11,74.8219949673627,NA,NA,NA,NA,NA,NA,15.3270086184266,64.0542251640095,NA,12.0895457096822,136.545328539703,0,NA,10.4894121691597,19.2234194102741,5
"227",2020-02-12,65.7993417174066,NA,NA,NA,NA,NA,NA,7.9924794496769,63.0479078736649,NA,21.4427500294431,134.86053411637,0,NA,3.50319039369503,8.73994441000567,5
"228",2020-02-13,69.472306015073,NA,NA,NA,NA,NA,NA,9.87970607949571,66.6959882948671,NA,31.5044954556445,144.899439130045,0,NA,2.37454131588171,13.6368224484684,5
"229",2020-02-14,73.9613142111872,NA,NA,NA,NA,NA,NA,13.4861191304021,69.7551571044838,NA,33.2094935289736,153.681818494895,0,NA,7.6809748652873,18.8788505194433,5
"230",2020-02-15,73.9222263398945,NA,NA,NA,NA,NA,NA,12.7359616695489,70.9940006040176,NA,27.0849017713024,150.000671857474,0,NA,5.37382780652125,16.8214946734378,5
"231",2020-02-16,77.4707967700542,NA,NA,NA,NA,NA,NA,14.0831517598288,69.3181915566831,NA,24.8784754778925,133.71437824516,0,NA,7.69744392885942,17.9574073578353,5
"232",2020-02-17,74.5777131500474,NA,NA,NA,NA,NA,NA,11.2360141439219,65.2064294214973,NA,22.6610707797361,126.474488913174,0,NA,5.50972311418434,15.0826665751808,5
"233",2020-02-18,76.8865518274909,NA,NA,NA,NA,NA,NA,10.2397019527524,62.0432703117768,NA,20.6041662955221,119.268898783988,0,NA,7.65978770988748,15.9062589927223,5
"234",2020-02-19,75.123800069681,NA,NA,NA,NA,NA,NA,4.64673251731677,64.4156436832084,NA,18.1815950046087,120.958179763922,0,NA,6.90494460333059,16.045375767164,5
"235",2020-02-20,72.7042556472849,NA,NA,NA,NA,NA,NA,4.13382483747439,65.8888762148906,NA,13.8992839131712,121.73682098278,0,NA,2.28737741048034,13.4639057436035,5
"236",2020-02-21,76.2929765263796,NA,NA,NA,NA,NA,NA,3.81329033581702,66.9782989888124,NA,18.635791369158,128.466757373172,0,NA,7.11289852916457,18.315067419655,5
"237",2020-02-22,70.2552785684298,NA,NA,NA,NA,NA,NA,3.25563924792509,66.4922690056179,NA,14.8155458632093,126.624355011364,0,NA,2.09078104836455,13.6568728991253,5
"238",2020-02-23,64.0495423228789,NA,NA,NA,NA,NA,NA,0.611860895903395,60.8658312631699,NA,7.35383285741976,122.952022210799,0,NA,4.28244476998136,7.10558480386935,4
"239",2020-02-24,68.3402206592781,NA,NA,NA,NA,NA,NA,5.00375880905527,64.537997489506,NA,12.2583958572665,131.605358430604,0,NA,1.18611334612494,11.2880857518732,5
"240",2020-02-25,61.6598598343567,NA,NA,NA,NA,NA,NA,2.61145570197916,60.9412975401377,NA,7.51107984675011,122.463575557882,0,NA,1.59208855978483,3.83503077465979,3
"241",2020-02-26,75.0239212419833,NA,NA,NA,NA,NA,NA,5.78520093694941,61.8386972949183,NA,10.8771411776255,122.376511871176,0,NA,3.35223140934219,9.54714499451674,5
"242",2020-02-27,66.9850189101794,NA,NA,NA,NA,NA,NA,0.233359700756969,62.62305089926,NA,8.2173637022903,118.529033532208,0,NA,0.885350203466764,5.47160940224466,4
"243",2020-02-28,67.4604199559614,NA,NA,NA,NA,NA,NA,3.28346334640122,59.9553256068362,NA,7.94632730210516,116.516495485916,0,NA,3.75648167070803,6.12062863363267,4
"244",2020-02-29,65.387134319068,NA,NA,NA,NA,NA,NA,0.79517892895053,61.4781365269608,NA,7.76617552912144,121.521708875078,0,NA,0.735600604730556,4.7136682449587,3
"245",2020-03-01,NA,42.0919275012467,NA,NA,41.4008560435543,20.9632396734957,0.520591991636048,0.730773749040249,59.4635815830817,NA,6.45602684079877,118.063963013177,0,NA,1.91582627497425,3.85767700157264,3
"246",2020-03-02,NA,37.9068835863674,NA,NA,35.8152358013048,11.3378403784602,3.34068627679509,3.4595094976999,58.4261462577142,NA,4.68618388499246,112.332415326372,0,NA,2.33408096131278,0.0810817930607765,1
"247",2020-03-03,NA,34.2951713723026,NA,NA,33.245489948294,2.8199096550315,4.10274593637876,4.89927423067906,57.562856495373,NA,5.62422664154599,114.433780268538,0,NA,5.63974601952233,2.33249383821787,2
"248",2020-03-04,NA,35.0823265414137,NA,NA,33.6547677354394,2.45561092834222,0.75619685386147,2.10578658604478,66.4997534561235,NA,9.54914522111551,119.75111289637,0,NA,3.49587027424562,2.12028924387904,2
"249",2020-03-05,NA,32.8003402079836,NA,NA,32.9743371157142,4.99716529424172,4.79223768262371,4.84702963523335,70.7810007217542,NA,5.82133854425098,117.451533259065,0,NA,8.43233543428379,5.33912653937821,3
"250",2020-03-06,NA,33.0644821096384,NA,NA,36.1108042304058,3.507050091151,2.84197760030317,0.719325825094024,76.4083326852372,NA,5.07789453131165,112.576515483753,0,NA,3.07811094559405,3.91372804972853,3
"251",2020-03-07,NA,32.3970751649804,NA,NA,NA,4.91527628612417,4.76539024216305,3.4500232896843,77.5604923237409,NA,5.11930638164183,105.713366519538,0,NA,0.802610197492726,4.28075154962886,3
"252",2020-03-08,NA,33.6210494047446,NA,NA,NA,3.96826121167313,5.21629325006658,5.09512686808376,78.0429165663678,NA,6.17090484403954,103.159982362227,0,NA,0.792560885484332,5.05096233055049,3
"253",2020-03-09,NA,33.1691725302627,NA,NA,NA,4.30168714132761,5.71172893003787,0.771909412549336,77.5656535812326,NA,8.20248073429329,104.82132746636,0,NA,0.961787807245049,5.41947086380871,4
"254",2020-03-10,NA,35.7767605341675,NA,NA,NA,11.3813393507733,7.46754715582591,4.07944755157726,84.4891065723369,NA,13.690110799868,109.207311867577,0,NA,1.31899725912812,10.9263624322935,5
"255",2020-03-11,NA,31.838604574742,NA,NA,NA,8.22493308873127,1.84001833293123,1.52578140948706,80.9533543993484,NA,8.42133479479799,99.0161897181056,0,NA,2.90569022437056,6.2098657630052,4
"256",2020-03-12,NA,37.124105259931,NA,NA,NA,11.4791562836056,1.56738155187533,1.17593683503192,82.3580122810666,NA,12.4836410872452,103.737437714067,0,NA,0.935408856467601,9.3197491277713,5
"257",2020-03-13,NA,44.1826526297512,NA,NA,NA,15.5270882350033,6.42684557279675,1.19051639754372,82.202650709849,NA,15.5070383973343,105.213190321416,0,NA,2.25465911548506,13.6714202726846,5
"258",2020-03-14,NA,43.8269665944127,NA,NA,NA,16.0354262084822,4.32917974202419,2.27137837755306,80.5064209137374,NA,14.9624088496934,110.0173954857,0,NA,1.82417027741848,13.8774073098422,5
"259",2020-03-15,NA,27.0768879502569,NA,NA,NA,3.25851171326792,10.5391039417808,15.3406686986579,71.1181990560986,NA,7.03254543491166,101.42696905322,0,NA,2.1390851020061,1.23253318100307,2
"260",2020-03-16,NA,11.3354757605094,NA,NA,NA,6.81823429857569,7.82058606807467,11.4841987410647,72.2373023212661,NA,6.0868101701608,93.1450937905169,0,NA,6.23973660646252,3.18540602656852,2
"261",2020-03-17,NA,18.2738926705793,NA,NA,NA,14.5369030244578,9.86640122946381,7.82086498666948,82.0298549364727,NA,14.8398255602537,77.4757401804207,0,NA,7.38177503345973,12.0202977520966,5
"262",2020-03-18,NA,17.5552328090267,NA,NA,NA,7.55899240762519,3.14617691007451,2.58777750955593,83.1432343391514,NA,13.7715059952475,77.0029750735278,0,NA,1.28433051938666,7.45666509621796,4
"263",2020-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2020-03-20,NA,16.5790358494567,NA,NA,NA,8.57324094573466,5.50097124128635,3.33363470880341,77.8332567904095,NA,15.4292239120101,69.238722680004,0,NA,3.72958906598145,6.68322299274845,4
"265",2020-03-21,NA,14.3690624097089,NA,NA,NA,6.55642201305401,8.75238483538983,3.31382638655334,97.3563634397571,NA,14.1417346855212,67.1800563967854,0,NA,3.94219394826935,6.28244755186395,4
"266",2020-03-22,NA,11.0640138920127,NA,NA,NA,2.95350472169433,NA,3.25797908024576,79.4668574626898,NA,13.8619695337375,55.0414678768579,0,NA,2.42876622658752,0.277610215767123,1
"267",2020-03-23,NA,11.2048144281786,NA,NA,NA,4.87212355222376,NA,5.20862407814684,70.9715818362825,NA,10.4332055768594,43.813356621311,0,NA,3.30027170126589,0.100421499887986,1
"268",2020-03-24,NA,7.91848313616404,NA,NA,NA,7.09896586164288,NA,8.88302226000232,53.2232274275138,NA,15.4581598615307,39.617834851851,0,NA,2.70588042809219,0.538640302647443,2
"269",2020-03-25,NA,6.81674864615955,NA,NA,NA,8.6934257241557,NA,9.9464176320622,38.7808056071044,NA,16.9264103944207,29.8825441620687,0,NA,2.7879138778675,0.548703631187689,2
"270",2020-03-26,NA,6.49286425056653,NA,NA,NA,9.39119907322792,NA,13.9916653236261,27.7472739021831,NA,22.4014876230278,22.9147234145286,0,NA,5.93851574557727,2.46154181092019,2
"271",2020-03-27,NA,7.33554240018685,NA,NA,NA,12.8934536512848,NA,16.6568684219748,23.7248951547803,NA,24.3686428176872,31.546102471784,0,NA,3.42437470283768,0.4015184629874,1
"272",2020-03-28,NA,7.60234581157594,NA,NA,NA,3.59615815049888,NA,9.10242674509936,15.5664060441757,NA,14.6113494835172,19.3940303385652,0,NA,10.0061058795744,6.5559422466831,4
"273",2020-03-29,NA,8.96259831234674,NA,NA,NA,8.85183612772086,NA,6.46067636396009,22.3827990519236,NA,15.8051095147105,16.2429081677478,0,NA,6.62475035882823,3.60143895786226,3
"274",2020-03-30,NA,9.14315357501756,NA,NA,NA,15.0685809764345,NA,8.88531836427074,23.1771000352596,NA,20.1498812982766,7.77486773198008,0,NA,3.51449363552402,0.0859746543665391,1
"275",2020-03-31,NA,7.33515186675381,NA,NA,NA,13.5144723613252,18.9739640605291,10.9036972557867,22.2486889439662,NA,20.5470792004855,3.9144557052718,0,NA,2.24743468454634,0.0668612607565528,1
"276",2020-06-01,NA,0.823887799881381,NA,NA,NA,17.6160928580934,NA,5.4010238454241,28.0489545117999,NA,8.26537029381738,21.8320992268243,0,NA,0.0616161308679998,1.02701159057075,2
"277",2020-06-02,NA,0.374451521490368,NA,NA,NA,11.023014586003,NA,8.16031275349145,25.6719125290831,NA,6.11108335026569,18.9085792531347,0,NA,0.197567399231522,0.0956149869323102,1
"278",2020-06-03,NA,0.0778709779843466,NA,NA,NA,11.9831097085078,NA,8.65729045692177,27.1569713703604,NA,5.79630155783097,19.3549116853088,0,NA,0.198203617721016,0.155652786201901,1
"279",2020-06-04,NA,0.264555203466412,NA,NA,NA,11.1573462206802,NA,12.0706674130803,26.8844764145361,NA,6.46763862664519,17.5105397330807,0,NA,0.62516517342787,0.125255056280238,1
"280",2020-06-05,NA,1.1781566268294,NA,NA,NA,9.19840470989944,NA,11.7349188794328,25.7395497403125,NA,5.23193519847439,16.3415439769538,0,NA,2.64571394276769,0.397889753826846,2
"281",2020-06-06,NA,0.206105055920963,NA,NA,NA,11.0701766136813,NA,15.8352489523683,26.8800685134498,NA,6.76429397723697,18.0793416752258,0,NA,1.63470537410556,0.164806798568338,1
"282",2020-06-07,NA,2.3146201619257,NA,NA,NA,9.62293827331974,NA,18.1079053234622,26.4011536920369,NA,6.66567258403281,15.8605855144552,0,NA,1.89645057998142,0.341562826712202,1
"283",2020-06-08,NA,0.681795031562807,NA,NA,NA,9.87925083576888,NA,18.8610031394637,27.3119082600852,NA,7.55484042721404,15.7588437455339,0,NA,2.5239506684857,0.16997663791705,1
"284",2020-06-09,NA,6.2452078639029,NA,NA,NA,8.44342236033238,NA,15.4318360448283,27.8899554449196,NA,9.06928296206885,15.4775422548163,0,NA,2.75371493512428,0.433397846753797,1
"285",2020-06-10,NA,0.84461529840647,NA,NA,NA,13.4210660245246,NA,17.594657787892,32.079146962439,NA,12.684719553271,19.4860642990576,0,NA,1.01655074587946,0.709742278495767,1
"286",2020-06-11,NA,1.51580152227601,NA,NA,NA,11.0330535756859,NA,14.3311077392475,39.2538567406297,NA,8.88376124976399,19.3010752022575,0,NA,1.06368563218976,0.161714315141732,1
"287",2020-06-12,NA,1.42703823005323,NA,NA,NA,11.82711948013,NA,8.90081513566739,44.9234518173296,NA,6.37336095819699,20.1547395397587,0,NA,0.945019744946204,0.146224234450132,1
"288",2020-06-13,NA,1.46424300120126,NA,NA,NA,11.5627563584562,NA,15.027272449377,46.361454525776,NA,6.69001321261051,17.5289089388696,0,NA,1.05138478266372,0.185851110315455,1
"289",2020-06-14,NA,0.792380309362003,NA,NA,NA,7.99058378081439,NA,11.9865980196395,48.088990068833,NA,7.68171920651777,19.35607297129,0,NA,0.169444646650796,0.176730536014493,1
"290",2020-06-15,NA,2.46376490745696,NA,NA,NA,6.49068513737506,NA,14.1791457352965,43.2466235876339,NA,6.04560970115646,17.8974820735388,0,NA,0.63352531532309,0.0422503852914886,1
"291",2020-06-16,NA,2.14163067603056,NA,NA,NA,11.1753389237034,NA,17.5681820715078,45.3288265655099,NA,4.09245425513355,9.63416400076743,0,NA,1.18853086904537,0.113466135688558,1
"292",2020-06-17,NA,0.593503254377777,NA,NA,NA,6.46165056029797,NA,16.5251310434464,48.384682061587,NA,5.39985444446119,2.51450348148239,0,NA,0.691359903984929,0.446017546677979,1
"293",2020-06-18,NA,0.232858353234565,NA,NA,NA,1.25453620791628,NA,15.3706707529604,51.3133527802089,NA,9.01818470401826,6.59010041686442,0,NA,0.855483115731413,0.715871058325803,2
"294",2020-06-19,NA,1.5298112527199,NA,NA,NA,0.647948709880969,NA,15.3076310099313,51.2040611770614,NA,9.43407642565631,14.0296171302176,0,NA,0.0458234897242343,1.88833178483318,2
"295",2020-06-20,NA,0.561652418260779,NA,NA,NA,1.03933577255934,NA,15.3801178551233,49.7824766004013,NA,8.36577070532519,18.3507272901238,0,NA,0.953698043901596,0.223402248654891,1
"296",2020-06-21,NA,0.0779717002105423,NA,NA,NA,3.74324997614085,NA,13.3425313024374,49.9193001863426,NA,7.58533327313519,12.6571055006419,0,NA,0.518964099733658,0.14280417679965,1
"297",2020-06-22,NA,2.8848701210974,NA,NA,NA,3.94610830109,NA,16.0484623737946,48.0633587786038,NA,6.66215668964682,15.1681347955137,0,NA,0.761712992375006,0.141387302906533,1
"298",2020-06-23,NA,3.16696200858247,NA,NA,NA,3.83154356217608,NA,14.8442364306652,50.0287639371113,NA,7.84983641121034,14.0303539275986,0,NA,0.470683689238974,0.305567773367597,1
"299",2020-06-24,NA,3.76842467929394,NA,NA,NA,9.35990458350316,NA,16.2993916390682,49.9979521067551,NA,6.49799545225684,12.7013009785164,0,NA,1.18920359167908,0.126253381372577,1
"300",2020-06-25,NA,3.12273679535324,NA,NA,NA,5.59980673790699,NA,16.4217032824839,47.8586501853503,NA,6.71822997908393,17.3301950935239,0,NA,1.90332420566745,0.603257558662261,2
"301",2020-06-26,NA,1.94808042573161,NA,NA,NA,6.9900814416128,NA,13.702804949435,50.8284023749077,NA,10.2929124901555,19.950676997108,0,NA,0.0756956206745842,2.2392804641559,2
"302",2020-06-27,NA,1.01280586063498,NA,NA,NA,13.4466889120593,NA,9.4287821526685,49.4154711810691,NA,9.46904766352042,20.0116721333091,0,NA,0.444039707311523,0.518126665221203,1
"303",2020-06-28,NA,0.904408561092786,NA,NA,NA,11.0812153593901,NA,6.17032199402312,47.9837121913998,NA,9.92428642244475,20.620483265345,0,NA,0.134307861166362,1.72992050570639,2
"304",2020-06-29,NA,0.549177360600018,NA,NA,NA,8.07909251896027,NA,6.92312024470495,45.5990313833616,NA,8.39584841203463,19.7644212716087,0,NA,0.999153861972411,0.536185032376955,1
"305",2020-06-30,NA,0.417024720757983,NA,NA,NA,1.15397747234789,NA,4.15563294265218,46.0159452356987,NA,8.70360865535,20.2420188931379,0,NA,0.348440887148376,0.667576588261364,2
"306",2020-07-01,NA,0.109744140092014,NA,NA,NA,1.00095093275344,NA,5.08835775882772,47.8126426408089,NA,8.47265423944568,19.7553946934725,0,NA,0.855068631555455,0.813971144784087,2
"307",2020-07-02,NA,2.07474779614484,NA,NA,NA,1.13126575769525,NA,9.20406348203283,49.1180074299196,NA,9.97841420536504,20.6121936811509,0,NA,0.295241164821507,2.19688051780585,2
"308",2020-07-03,NA,3.39706321143367,NA,NA,NA,1.56227733972738,NA,1.21547909359844,51.6531972105519,NA,9.98818755899213,21.3899186760248,0,NA,0.354343941391737,2.41477876748432,2
"309",2020-07-04,NA,5.13572675649751,NA,NA,NA,5.15385023382182,NA,3.24417826098978,53.7692965442148,NA,12.7080556957505,17.6592522073279,0,NA,2.32024287632132,4.49640564753081,3
"310",2020-07-05,NA,2.60541404948074,NA,NA,NA,2.65721009016093,NA,1.08885750998253,50.7692174265787,NA,10.6428658089415,16.1792882802238,0,NA,0.586728398789594,3.00344166020564,3
"311",2020-07-06,NA,2.98211398545685,NA,NA,NA,8.53525207634627,NA,1.70728905419665,50.4783875865573,NA,10.1401065274846,17.0675933326456,0,NA,0.886545704116525,3.69143490977736,3
"312",2020-07-07,NA,4.45196087957761,NA,NA,NA,8.74177340625886,NA,5.05702627777584,47.7327998470614,NA,13.4824706332589,19.1479717143579,0,NA,1.65317257079769,5.27442251277782,3
"313",2020-07-08,NA,4.45658217921217,NA,NA,NA,13.3213319184318,NA,2.76930563448535,49.91939257128,NA,11.9145446627964,21.6831674319335,0,NA,1.50836987858127,4.76545876937602,3
"314",2020-07-09,NA,3.66804895024554,NA,NA,NA,17.369132314898,NA,5.73707017026641,52.5340715388274,NA,9.95320340347263,19.453056731386,0,NA,0.815670136330003,4.12788721236675,3
"315",2020-07-10,NA,3.46744143384717,NA,NA,NA,17.3545662640816,NA,8.8597152901146,52.9815702076657,NA,10.5747494911748,14.8711160086527,0,NA,1.07751601730684,4.12392814042339,3
"316",2020-07-11,NA,2.65633114858674,NA,NA,NA,15.1956175589431,NA,9.66508057618434,49.7707370517177,NA,11.427279196324,17.6211103853577,0,NA,0.347795825863566,4.16873495251789,3
"317",2020-07-12,NA,4.79545462788187,NA,NA,NA,9.94101499764399,NA,9.47208827442968,47.8420829134391,NA,12.262088446397,19.1419975733194,0,NA,2.11325328629967,5.81389154362816,4
"318",2020-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2020-07-14,NA,3.37287992798579,NA,NA,NA,4.5423280113556,NA,6.28958759227883,47.8376586788681,NA,9.67053818043009,15.698927903549,0,NA,0.667701162393368,3.10471973051982,3
