"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls","Circle"
"1",2019-05-01,50.678013095412,5.01153167667318,19.9184275871798,6.36943567555301,0,13.3389121242509,NA,NA,NA,NA,NA,NA,NA,NA,5.72205169023269,5.83697960291307,4
"2",2019-05-02,49.5521334101483,6.48362370330213,18.8544765766348,6.05454592228969,0,13.1488125824979,NA,NA,NA,NA,NA,NA,NA,NA,5.57322001678678,5.78361570438748,4
"3",2019-05-03,51.747386330455,10.2177466155927,20.3035182977138,6.75236933497611,0,12.1462835497987,NA,NA,NA,NA,NA,NA,NA,NA,5.56449388840889,5.72832608891374,4
"4",2019-05-04,54.4424186474105,10.7968324929266,17.8835571920695,7.96878851282869,0,14.2605709906865,NA,NA,NA,NA,NA,NA,NA,NA,7.33338893113222,6.91047637580701,4
"5",2019-05-05,53.9294674655458,14.5221577368628,18.8412560666369,10.3325334589752,0,16.2912363200692,NA,NA,NA,NA,NA,NA,NA,NA,9.30469077803213,9.13327328678741,5
"6",2019-05-06,54.5943755945766,12.7708423040152,20.8644248087672,10.0941920707211,0,16.5128132245564,NA,NA,NA,NA,NA,NA,NA,NA,8.82334890537204,8.66308628740235,5
"7",2019-05-07,53.7513501050492,10.3517214181801,27.3182851564986,7.5280996486022,0,13.1628090760694,NA,NA,NA,NA,NA,NA,NA,NA,6.69084844660217,6.00565387529887,4
"8",2019-05-08,53.4882363142807,10.458943238726,29.6687980736818,7.64077438509563,0,13.4994434568042,NA,NA,NA,NA,NA,NA,NA,NA,6.17574514801049,6.2127035032418,4
"9",2019-05-09,54.5665772017009,12.9138661065554,31.8772150713802,8.84603296274299,0,17.8514295986371,NA,NA,NA,NA,NA,NA,NA,NA,9.51310004282018,8.84382319129689,5
"10",2019-05-10,53.0391477922301,11.4689405877944,24.8325009436024,6.96921599549571,0,23.9596824804172,NA,NA,NA,NA,NA,NA,NA,NA,7.94231600411955,7.52357418660497,4
"11",2019-05-11,53.0023293043826,16.5169155767618,24.7259848605569,9.661992100102,0,24.8877057572813,NA,NA,NA,NA,NA,NA,NA,NA,11.7434542903694,12.0692777094271,5
"12",2019-05-12,56.259092170479,19.6536578251027,30.1410864451822,11.3017830606939,0,24.7496633758198,NA,NA,NA,NA,NA,NA,NA,NA,16.1499004602145,15.3997013217577,5
"13",2019-05-13,52.0961932262446,15.2068484781342,26.6767886090619,8.34092323576039,0,22.4366687060369,NA,NA,NA,NA,NA,NA,NA,NA,10.7664407063024,11.8587124893161,5
"14",2019-05-14,51.3082926956426,13.585650115102,25.5778310633761,6.21188468320299,0,21.6899832491821,NA,NA,NA,NA,NA,NA,NA,NA,9.17210907485559,10.1692588669469,5
"15",2019-05-15,51.5027675982636,15.6017654842863,27.5409609654894,6.70631580232203,0,25.8029618852982,NA,NA,NA,NA,NA,NA,NA,NA,10.1788987452293,11.1823637801708,5
"16",2019-05-16,50.5741118272075,14.0780331267219,36.2116873004108,5.60798094404739,0,25.348277559154,NA,NA,NA,NA,NA,NA,NA,NA,8.99084260176378,10.0631015973492,5
"17",2019-05-17,50.7410951998474,12.7292870847905,35.5703556953524,5.4422900584399,0,24.6548165042791,NA,NA,NA,NA,NA,NA,NA,NA,8.75711939526601,9.67518367421014,5
"18",2019-05-18,50.8406549114551,13.6115051583064,35.5445660507839,6.80643363995413,0,27.9853336242745,NA,NA,NA,NA,NA,NA,NA,NA,8.94694517247348,10.0913810128982,5
"19",2019-05-19,52.3789499592618,13.1652075770793,34.6005734414748,7.75469344652287,0,24.8818320449781,NA,NA,NA,NA,NA,NA,NA,NA,8.97369110572947,10.0845128050187,5
"20",2019-05-20,58.1724407536447,14.0354105979351,34.8774351691871,6.02635050666514,0,24.8644408677808,NA,NA,NA,NA,NA,NA,NA,NA,8.96311731952677,9.98483317468081,5
"21",2019-05-21,58.0755498105491,13.0908051648666,33.7624780159571,5.60997937908585,0,24.5762456124253,NA,NA,NA,NA,NA,NA,NA,NA,8.04030517211328,9.3013832644399,5
"22",2019-05-22,62.0133003873453,11.6577837109634,35.3602783016571,4.87298969592163,0,24.1525471444611,NA,NA,NA,NA,NA,NA,NA,NA,8.40801320292182,9.33157118011261,5
"23",2019-05-23,62.4811396115557,8.63931138473535,36.9158830097907,1.66008783716263,0,21.025712035146,NA,NA,NA,NA,NA,NA,NA,NA,5.45024079937954,5.69592843418173,4
"24",2019-05-24,61.1193697648849,13.1256346629227,33.0179037352083,6.39122109678652,0,25.6961378706105,NA,NA,NA,NA,NA,NA,NA,NA,9.07676112721086,10.4074546895315,5
"25",2019-05-25,57.356046950626,10.9317117799113,25.7275023914232,5.37163486126702,0,23.7648640287585,NA,NA,NA,NA,NA,NA,NA,NA,7.15183632013708,8.35042250889048,5
"26",2019-05-26,58.0364266961436,12.7279249177547,19.5661812572142,5.70705381302068,0,24.4489742431432,NA,NA,NA,NA,NA,NA,NA,NA,8.80700365330383,9.82838111381407,5
"27",2019-05-27,57.3060296111959,10.5509197992809,20.9198168829556,4.5145696150286,0,23.2951556892139,NA,NA,NA,NA,NA,NA,NA,NA,6.49229111513767,7.60562122097008,5
"28",2019-05-28,62.3040662130158,10.1705701211345,27.7603409780439,2.78949146499824,0,22.3132039769466,NA,NA,NA,NA,NA,NA,NA,NA,6.90413434831651,7.4366461137188,4
"29",2019-05-29,59.1280201535296,9.14971250511755,31.0669442064812,4.22470712858083,0,23.6236935108521,NA,NA,NA,NA,NA,NA,NA,NA,5.48445759177856,7.1923828252085,4
"30",2019-05-30,58.0770776528799,11.1308986975955,28.1738525514975,4.59375629051036,0,24.1594156145135,NA,NA,NA,NA,NA,NA,NA,NA,6.90885927236428,8.35482431182164,5
"31",2019-05-31,62.1141532663847,13.2012735226011,21.7480884452117,5.3455486665017,0,23.9889154013562,NA,NA,NA,NA,NA,NA,NA,NA,8.97909952617436,9.69167158005222,5
"32",2019-06-01,60.7197912818112,13.6833768790688,24.4841572501713,5.72270368275715,0,25.0687863379175,NA,NA,NA,NA,NA,NA,NA,NA,7.87680488343944,9.38963638303261,5
"33",2019-06-02,57.0187076132282,15.4554011767955,23.8861915903461,8.81182553933015,0,29.0456536538492,NA,NA,NA,NA,NA,NA,NA,NA,10.5580594739819,12.5295868836284,5
